sub term,obj term,doc ID
protein:0:crystal,crystallization:0:condition,10.1107/S2053230X1501818X
crystallization:0:condition,reservoir:0:solution,10.1107/S2053230X1501818X
crystallization:0:condition,reservoir:0:solution,10.1107/S2053230X1501818X
tris:0:ndash,aring:0:resolution,10.1107/S2053230X1501818X
m:1:tris:0:ndash,aring:0:resolution,10.1107/S2053230X1501818X
m:1:tris:0:ndash:2:hcl,aring:0:resolution,10.1107/S2053230X1501818X
blo:0:t,light:0:scatter,10.1107/S2053230X1501818X
blo:0:t,static:1:light:0:scatter,10.1107/S2053230X1501818X
function:0:analysis,dimeric:0:protein,10.1107/S2053273314097307
function:0:analysis,dimeric:0:protein,10.1107/S2053273314097307
crystal:0:structure,drug:0:development,10.1107/S2053273314097307
sulfonyl:0:urea,great:0:example,10.1107/S2053273314097307
sulfonyl:0:urea:1:derivative,great:0:example,10.1107/S2053273314097307
drug:0:chlorpropamide,different:0:polymorph,10.1107/S2053273314097307
generation:1:drug:0:chlorpropamide,different:0:polymorph,10.1107/S2053273314097307
particular:2:generation:1:drug:0:chlorpropamide,different:0:polymorph,10.1107/S2053273314097307
chlorpropamide:0:molecule,molecular:0:conformation,10.1107/S2053273314097307
chlorpropamide:0:molecule,molecular:0:conformation:1:type,10.1107/S2053273314097307
polymorphic:0:property,open:0:question,10.1107/S2053273314097307
open:0:question,relative:0:stability,10.1107/S2053273314097307
chlorpropamide:1:polymorphic:0:property,open:0:question,10.1107/S2053273314097307
open:0:question,crystallization:0:condition:1:relative:0:stability,10.1107/S2053273314097307
compression:0:cool,raman:0:spectroscopy,10.1107/S2053273314097307
compression:0:cool:2:possible:1:phase:0:transition,raman:0:spectroscopy,10.1107/S2053273314097307
low:0:temperature,wide:0:temperature,10.1107/S2053273314097307
low:0:temperature:1:spectrum,wide:0:temperature,10.1107/S2053273314097307
hydrostatic:0:pressure:1:effect,diamond:1:anvil:0:cell,10.1107/S2053273314097307
hydrostatic:0:pressure:1:effect,diamond:1:anvil:0:cell,10.1107/S2053273314097307
chlorpropamide:0:polymorph,mechanical:0:property,10.1107/S2053273314097307
chlorpropamide:0:polymorph,mechanical:0:property,10.1107/S2053273314097307
crystal:0:structure,high:0:degree,10.1107/S2053273314097393
crystal:0:structure:1:study,structure:0:pseudosymmetry:1:high:0:degree,10.1107/S2053273314097393
twin:0:operation,symmetry:0:element,10.1107/S2053273314097393
case:1:twin:0:operation,rotational:1:symmetry:0:element,10.1107/S2053273314097393
case:1:twin:0:operation,high:1:symmetrical:0:polymorph:2:rotational:1:symmetry:0:element,10.1107/S2053273314097393
nucleotide:0:sequence,crystal:0:structure,10.1107/S205327331409785X
nucleotide:0:sequence:1:specificity,crystal:0:structure,10.1107/S205327331409785X
low:2:nucleotide:0:sequence:1:specificity,crystal:0:structure,10.1107/S205327331409785X
arginine:0:residue,sequence:0:recognition,10.1107/S205327331409785X
sequence:0:recognition,nucleotide:0:specificity,10.1107/S205327331409785X
state:0:laser,efficient:0:material,10.1107/S2053273314099446
state:0:laser,efficient:0:material,10.1107/S2053273314099446
state:0:laser,efficient:0:material,10.1107/S2053273314099446
solid:1:state:0:laser,efficient:0:material,10.1107/S2053273314099446
solid:1:state:0:laser,efficient:0:material,10.1107/S2053273314099446
solid:1:state:0:laser,efficient:0:material,10.1107/S2053273314099446
solid:1:state:0:laser:2:commercial:0:host,efficient:0:material,10.1107/S2053273314099446
solid:1:state:0:laser:2:commercial:0:host,efficient:0:material,10.1107/S2053273314099446
solid:1:state:0:laser:2:commercial:0:host,efficient:0:material,10.1107/S2053273314099446
kf:0:ndash,time:0:time,10.1107/S2053273314099446
kf:0:ndash,time:0:time:2:atmospheric:0:condition:1:fluorite:0:superstructure,10.1107/S2053273314099446
high:0:pressure,fluorine:0:atom,10.1107/S2053273314099446
high:0:pressure:1:high:0:temperature,disorder:1:fluorine:0:atom,10.1107/S2053273314099446
high:0:pressure:1:high:0:temperature,disorder:1:fluorine:0:atom:2:fluorite:0:superstructure,10.1107/S2053273314099446
extreme:0:condition,structural:0:instability,10.1107/S2053273314099446
structural:0:instability,material:0:property,10.1107/S2053273314099446
phase:0:transition:1:absence,dope:0:level,10.1107/S2053273314098167
diffraction:0:experiment,spin:0:incommensurate,10.1107/S2053273314098167
sluggish:0:transformation,different:0:kind,10.1107/S1744309112042972
sluggish:0:transformation,fluctuation:1:different:0:kind,10.1107/S1744309112042972
structural:0:analysis,valuable:0:information,10.1107/S1744309112042972
detail:1:structural:0:analysis,valuable:0:information,10.1107/S1744309112042972
atp:0:complex:1:erk:2:detail:1:structural:0:analysis,valuable:0:information,10.1107/S1744309112042972
aring:0:resolution,trypsin:0:digestion,10.1107/S1744309112042236
aring:0:resolution,trypsin:0:digestion,10.1107/S1744309112042236
trypsin:0:digestion,disorder:0:portion,10.1107/S1744309112042236
aring:0:resolution,limit:1:trypsin:0:digestion,10.1107/S1744309112042236
aring:0:resolution,limit:1:trypsin:0:digestion,10.1107/S1744309112042236
limit:1:trypsin:0:digestion,disorder:0:portion,10.1107/S1744309112042236
space:0:group,asymmetric:0:unit,10.1107/S1600576714006724
scatter:0:datum,phase:0:transition,10.1107/S1600576714006724
scatter:0:datum,phase:0:transition,10.1107/S1600576714006724
raman:1:scatter:0:datum,polymeric:0:material:1:phase:0:transition,10.1107/S1600576714006724
raman:1:scatter:0:datum,polymeric:0:material:1:phase:0:transition,10.1107/S1600576714006724
raman:0:unit,compact:0:probe,10.1107/S1600576714006724
system:0:performance,ferroelectric:0:phase,10.1107/S1600576714006724
system:0:performance,ferroelectric:0:phase,10.1107/S1600576714006724
system:0:performance,ferroelectric:0:phase:1:transition,10.1107/S1600576714006724
system:0:performance,ferroelectric:0:phase:1:transition,10.1107/S1600576714006724
system:0:performance,thermally:0:induce:2:ferroelectric:0:phase:1:transition,10.1107/S1600576714006724
system:0:performance,thermally:0:induce:2:ferroelectric:0:phase:1:transition,10.1107/S1600576714006724
iteration:0:method,physical:0:property,10.1107/S0108767389000401
iteration:0:method,gross:1:physical:0:property,10.1107/S0108767389000401
iteration:0:method,polycrystal:2:gross:1:physical:0:property,10.1107/S0108767389000401
mathematical:0:condition,unit:0:matrix,10.1107/S0108767389000401
mathematical:0:condition,unit:0:matrix,10.1107/S0108767389000401
numeric:0:differentiation,interpolation:0:formula,10.1107/S1600576714008188
co:0:nanocluster,magnetic:0:anisotropy,10.1107/S1600576714008188
co:0:nanocluster:1:organization,perpendicular:1:magnetic:0:anisotropy,10.1107/S1600576714008188
co:0:nanocluster:1:organization,high:2:perpendicular:1:magnetic:0:anisotropy,10.1107/S1600576714008188
distinct:0:signature,pattern:0:nanostructure,10.1107/S1600576714008188
distinct:0:signature,pattern:0:nanostructure,10.1107/S1600576714008188
cluster:0:size,magnetic:0:field,10.1107/S1600576714008188
estimate:1:cluster:0:size,magnetic:0:field:1:response,10.1107/S1600576714008188
spm:0:limit,room:0:temperature,10.1107/S1600576714008188
cluster:1:spm:0:limit,room:0:temperature,10.1107/S1600576714008188
ac:0:field,possible:0:usage,10.1107/S1600576714005895
external:0:stimulus,datum:0:trend,10.1107/S1600576714005895
external:0:stimulus,datum:0:trend,10.1107/S1600576714005895
datum:0:trend,quantitative:0:information,10.1107/S1600576714005895
datum:0:trend,quantitative:0:information,10.1107/S1600576714005895
qualitative:0:analysis,component:0:analysis,10.1107/S1600576714005895
qualitative:0:analysis,component:0:analysis,10.1107/S1600576714005895
qualitative:0:analysis,correlation:0:analysis:1:principal:1:component:0:analysis,10.1107/S1600576714005895
qualitative:0:analysis,correlation:0:analysis:1:principal:1:component:0:analysis,10.1107/S1600576714005895
group:0:separation,statistical:0:tool,10.1107/S1600576714005895
profile:0:series,unfold:0:procedure,10.1107/S1600576714005895
quantitative:0:analysis,priori:0:information,10.1107/S1600576714005895
quantitative:0:analysis,priori:0:information,10.1107/S1600576714005895
quantitative:0:analysis,priori:0:information,10.1107/S1600576714005895
supervise:1:quantitative:0:analysis,sample:1:priori:0:information,10.1107/S1600576714005895
supervise:1:quantitative:0:analysis,sample:1:priori:0:information,10.1107/S1600576714005895
supervise:1:quantitative:0:analysis,sample:1:priori:0:information,10.1107/S1600576714005895
powder:0:diffraction,average:0:size,10.1107/S1600576714005895
powder:0:diffraction:1:datum,crystal:0:domain:1:average:0:size,10.1107/S1600576714005895
powder:0:diffraction:1:datum:2:specific:0:analysis,crystal:0:domain:1:average:0:size:2:estimation,10.1107/S1600576714005895
root:0:framework,physic:0:experiment,10.1107/S0108767388004714
thin:0:speciman,quantitative:0:information,10.1107/S0108767388004714
thin:0:speciman,quantitative:0:information,10.1107/S0108767388004714
bloch:0:wave,opposite:0:direction,10.1107/S0108767388004714
human:0:immunodeficiency,aring:0:resolution,10.1107/S090744490801278X
subtype:0:c:1:protease,asymmetric:0:unit,10.1107/S090744490801278X
human:0:immunodeficiency:1:virus:2:unbind:0:state,asymmetric:0:unit,10.1107/S090744490801278X
refine:0:model,r:0:factor,10.1107/S090744490801278X
thermal:0:stability,pr:0:structure,10.1107/S090744490801278X
increase:1:thermal:0:stability,b:1:pr:0:structure,10.1107/S090744490801278X
loop:2:increase:1:thermal:0:stability,b:1:pr:0:structure,10.1107/S090744490801278X
c:0:pr,high:0:resolution,10.1107/S2053273314093310
high:0:resolution,flap:0:dynamic,10.1107/S2053273314093310
c:0:pr:1:structure,high:0:resolution,10.1107/S2053273314093310
high:0:resolution,drug:0:resistance:1:flap:0:dynamic,10.1107/S2053273314093310
high:0:resolution,drug:0:resistance:1:flap:0:dynamic:2:understand,10.1107/S2053273314093310
unit:0:cell,centrosymmetric:0:space,10.1107/S2053273314093310
centrosymmetric:0:space,chiral:0:molecule,10.1107/S2053273314093310
unit:0:cell:1:molecule,centrosymmetric:0:space:1:group,10.1107/S2053273314093310
centrosymmetric:0:space:1:group,chiral:0:molecule,10.1107/S2053273314093310
unit:0:cell:1:molecule:2:halide,centrosymmetric:0:space:1:group,10.1107/S2053273314093310
reactivity:0:synthesis,additional:0:polymorph,10.1107/S2053273314093310
vapochromic:0:material,color:0:change,10.1107/S2053273314093280
color:0:change,organic:0:compound,10.1107/S2053273314093280
color:0:change,organic:0:compound,10.1107/S2053273314093280
vapochromic:0:material,vapor:0:induce:1:color:0:change,10.1107/S2053273314093280
vapor:0:induce:1:color:0:change,humidity:0:volatile:1:organic:0:compound:1:sense,10.1107/S2053273314093280
vapor:0:induce:1:color:0:change,humidity:0:volatile:1:organic:0:compound:1:sense,10.1107/S2053273314093280
vapochromic:0:crystal,organic:0:crystal,10.1107/S2053273314093280
vapochromic:0:crystal,vapochromic:1:organic:0:crystal,10.1107/S2053273314093280
yellow:0:crystal,brown:0:dihydrate,10.1107/S2053273314093280
yellow:0:crystal,brown:0:dihydrate:1:crystal,10.1107/S2053273314093280
yellow:0:crystal,pale:2:brown:0:dihydrate:1:crystal,10.1107/S2053273314093280
methanol:0:vapor,crystal:0:structure:1:determination,10.1107/S2053273314093280
xfel:0:pulse,radiation:0:damage,10.1107/S2053273314094285
software:0:method,optimal:0:index,10.1107/S2053273314094285
program:0:implement:1:software:0:method,datum:0:retention:1:optimal:0:index,10.1107/S2053273314094285
program:0:implement:1:software:0:method,multiple:0:lattice:2:datum:0:retention:1:optimal:0:index,10.1107/S2053273314094285
various:0:technique,spot:0:shape,10.1107/S2053273314094285
various:0:technique,crystal:0:bragg:1:spot:0:shape:1:mosaicity,10.1107/S2053273314094285
background:0:noise,postrefinement:0:technique,10.1107/S2053273314094285
crystal:0:orientation,crystal:0:speciman,10.1107/S2053273314094285
well:1:crystal:0:orientation,crystal:0:speciman,10.1107/S2053273314094285
background:0:noise:1:contain:2:surround:0:pixel,postrefinement:0:technique,10.1107/S2053273314094285
conserve:0:protein,cell:0:envelope,10.1107/S2053273314094170
several:0:study,coordination:0:polymer,10.1107/S2053273314093528
several:0:study,coordination:0:polymer,10.1107/S2053273314093528
structure:0:type,selective:0:separation,10.1107/S2053273314093528
structure:0:type:1:interest,selective:0:separation,10.1107/S2053273314093528
coordination:0:polymer:1:structure,particular:1:future:0:application,10.1107/S2053273314093528
structure:0:datum,alpha:0:radiation,10.1107/S2053273314093528
structure:0:datum,alpha:0:radiation,10.1107/S2053273314093528
structure:0:datum,alpha:0:radiation,10.1107/S2053273314093528
structure:0:datum,mok:1:alpha:0:radiation,10.1107/S2053273314093528
structure:0:datum,mok:1:alpha:0:radiation,10.1107/S2053273314093528
structure:0:datum,mok:1:alpha:0:radiation,10.1107/S2053273314093528
inh:0:ligand,zinc:0:ion,10.1107/S2053273314093528
inh:0:ligand,zinc:0:ion:1:bridge,10.1107/S2053273314093528
coordination:0:polymer:1:form:2:network,crystalline:0:arrangement,10.1107/S2053273314095126
proteasome:0:system,important:0:role,10.1107/S2053273314095126
ubiquitin:1:proteasome:0:system,regulate:0:proteolysis:1:important:0:role,10.1107/S2053273314095126
barrel:0:shape,seven:0:alpha,10.1107/S2053273314095126
barrel:0:shape,seven:0:alpha,10.1107/S2053273314095126
proteasome:0:form:1:barrel:0:shape,highly:0:homological:1:seven:0:alpha,10.1107/S2053273314095126
proteasome:0:form:1:barrel:0:shape,highly:0:homological:1:seven:0:alpha,10.1107/S2053273314095126
ndash:0:subunit,enzyme:0:activity,10.1107/S2053273314095126
beta:1:ndash:0:subunit,different:1:enzyme:0:activity,10.1107/S2053273314095126
vapor:0:diffusion,magnesium:0:acetate,10.1107/S2053273314095126
vapor:0:diffusion,magnesium:0:acetate,10.1107/S2053273314095126
vapor:0:diffusion:1:method,mm:1:magnesium:0:acetate,10.1107/S2053273314095126
vapor:0:diffusion:1:method,mm:1:magnesium:0:acetate,10.1107/S2053273314095126
drop:2:vapor:0:diffusion:1:method,mm:1:magnesium:0:acetate,10.1107/S2053273314095126
drop:2:vapor:0:diffusion:1:method,mm:1:magnesium:0:acetate,10.1107/S2053273314095126
diffraction:0:image,ccd:0:detector,10.1107/S2053273314095126
diffraction:0:image,ccd:0:detector,10.1107/S2053273314095126
diffraction:0:image,adsc:0:quantum:1:ccd:0:detector,10.1107/S2053273314095126
diffraction:0:image,adsc:0:quantum:1:ccd:0:detector,10.1107/S2053273314095126
initial:0:phasis,molecular:0:replacement,10.1107/S2053273314095126
molecular:0:replacement,start:0:model,10.1107/S2053273314095126
molecular:0:replacement,start:0:model,10.1107/S2053273314095126
structure:0:model,program:0:package,10.1107/S2053273314095126
structure:0:model,program:0:package,10.1107/S2053273314095126
structure:0:model,program:0:package,10.1107/S2053273314095126
initial:0:phasis,molecular:0:replacement:1:method,10.1107/S2053273314095126
molecular:0:replacement:1:method,start:0:model,10.1107/S2053273314095126
molecular:0:replacement:1:method,start:0:model,10.1107/S2053273314095126
initial:0:phasis,ligand:1:structure:0:model:2:start:0:model,10.1107/S2053273314095126
initial:0:phasis,ligand:1:structure:0:model:2:start:0:model,10.1107/S2053273314095126
initial:0:phasis,ligand:1:structure:0:model:2:start:0:model,10.1107/S2053273314095126
electron:0:density,active:0:site,10.1107/S2053273314095126
bind:0:site,subunit:0:beta,10.1107/S2053273314095126
native:0:sulfur,novel:0:structure,10.1107/S2053273314093966
full:0:length,insect:0:cell,10.1107/S2053273314093966
crystal:0:datum,anomalous:0:multiplicity,10.1107/S2053273314093966
crystal:0:datum,anomalous:0:multiplicity,10.1107/S2053273314093966
crystal:0:datum,fold:1:anomalous:0:multiplicity,10.1107/S2053273314093966
crystal:0:datum,fold:1:anomalous:0:multiplicity,10.1107/S2053273314093966
datum:0:set,high:0:quality,10.1107/S2053273314093966
final:1:datum:0:set,high:0:quality,10.1107/S2053273314093966
internal:0:loop,expect:0:site,10.1107/S2053273314093966
refinement:0:model:0:build,poor:0:indicator,10.1107/S2053273314093966
refinement:0:model:0:build,poor:0:indicator,10.1107/S2053273314093966
refinement:0:model:0:build,datum:0:quality:1:poor:0:indicator,10.1107/S2053273314093966
refinement:0:model:0:build,datum:0:quality:1:poor:0:indicator,10.1107/S2053273314093966
refinement:0:model:0:build,refinement:0:purpose:2:datum:0:quality:1:poor:0:indicator,10.1107/S2053273314093966
refinement:0:model:0:build,refinement:0:purpose:2:datum:0:quality:1:poor:0:indicator,10.1107/S2053273314093966
uv:0:light,molecular:0:conformation,10.1107/S2053273314093450
uv:0:light:1:photochromism,crystal:1:molecular:0:conformation,10.1107/S2053273314093450
inclusion:0:crystal,special:0:feature,10.1107/S2053273314093450
special:0:feature,type:0:crystal,10.1107/S2053273314093450
special:0:feature,type:0:crystal:1:structure,10.1107/S2053273314093450
special:0:feature,channel:2:type:0:crystal:1:structure,10.1107/S2053273314093450
electron:0:density,photochromism:0:reason,10.1107/S2053273314093450
electron:0:density,photochromism:0:reason,10.1107/S2053273314093450
photochromism:0:change,conformational:0:control,10.1107/S2053273314093917
energy:0:carbon,waste:0:liquor,10.1107/S2053273314093917
energy:0:carbon:1:source,pond:1:waste:0:liquor,10.1107/S2053273314093917
sole:2:energy:0:carbon:1:source,pond:1:waste:0:liquor,10.1107/S2053273314093917
methylate:0:dna,biological:0:reaction,10.1107/S2053273314093917
dna:0:synthesis,certain:1:biological:0:reaction,10.1107/S2053273314093917
bacterial:0:speceis,glycine:1:cleavage:0:system:2:enzyme,10.1107/S2053273314093917
molecular:0:mechanisim,structural:0:analysis,10.1107/S2053273314093917
structural:0:analysis,impact:0:system,10.1107/S2053273314093917
pathway:1:molecular:0:mechanisim,impact:0:system,10.1107/S2053273314093917
pathway:1:molecular:0:mechanisim,impact:0:system,10.1107/S2053273314093917
reservoir:0:solution,needle:0:crystal,10.1107/S2053273314093917
m:0:mg:1:acetate,needle:0:crystal,10.1107/S2053273314093917
diffraction:0:datum,aring:0:wavelength,10.1107/S2053273314093917
diffraction:0:datum:1:set,aring:0:wavelength,10.1107/S2053273314093917
molecular:0:replacement,sequence:0:identity,10.1107/S2053273314093917
ligm:0:crystal,maximum:0:resolution,10.1107/S2053273314093917
ligm:0:crystal,maximum:0:resolution,10.1107/S2053273314093917
preliminary:0:result,phase:0:problem,10.1107/S2053273314093917
preliminary:0:result,phase:0:problem,10.1107/S2053273314093917
cbz:0:dissolution,crystal:0:dissolution,10.1107/S2053273314093383
cbz:0:dissolution,crystal:0:dissolution,10.1107/S2053273314093383
hps:1:crystal:0:dissolution,high:0:anisotropy,10.1107/S2053273314093383
hps:1:crystal:0:dissolution:2:simulation,high:0:anisotropy,10.1107/S2053273314093383
crystal:0:structure,relative:0:energy,10.1107/S2053273314093383
crystal:0:structure,relative:0:energy,10.1107/S2053273314093383
relatively:0:rapid:1:dissolution,crystal:0:structure:1:stack:0:direction,10.1107/S2053273314093383
relatively:0:rapid:1:dissolution,crystal:0:structure:1:stack:0:direction,10.1107/S2053273314093383
crystal:0:structure:1:stack:0:direction,high:1:relative:0:energy,10.1107/S2053273314093383
crystal:0:structure:1:stack:0:direction,high:1:relative:0:energy,10.1107/S2053273314093383
relatively:0:rapid:1:dissolution:2:crystal:0:structure:1:stack:0:direction,surface:0:molecule:2:high:1:relative:0:energy,10.1107/S2053273314093383
relatively:0:rapid:1:dissolution:2:crystal:0:structure:1:stack:0:direction,surface:0:molecule:2:high:1:relative:0:energy,10.1107/S2053273314093383
relate:0:analysis,molecule:0:structure,10.1107/S2053273314093383
relate:0:analysis,flat:1:molecule:0:structure,10.1107/S2053273314093383
relate:0:analysis,stack:2:flat:1:molecule:0:structure,10.1107/S2053273314093383
molecule:0:stack,pizza:0:box,10.1107/S2053273314093826
molecule:0:stack,pizza:0:box,10.1107/S2053273314093826
flat:1:molecule:0:stack,pizza:0:box:1:stack,10.1107/S2053273314093826
flat:1:molecule:0:stack,pizza:0:box:1:stack,10.1107/S2053273314093826
phonon:0:spectrum,k:0:range,10.1107/S2053273314093826
stability:0:because,thorough:0:study,10.1107/S2053273314093826
stability:0:because,electronic:0:structure:1:thorough:0:study,10.1107/S2053273314093826
stability:0:because:1:understand:2:order,electronic:0:structure:1:thorough:0:study,10.1107/S2053273314093826
negative:0:charge,mention:0:analysis,10.1107/S2053273314093826
negative:0:charge,mention:0:analysis,10.1107/S2053273314093826
-PRON-:1:negative:0:charge,bader:0:mulliken:1:partition,10.1107/S2053273314093826
interstitially:0:localize:1:electron,mention:0:analysis,10.1107/S2053273314093826
remarkable:0:feature:2:-PRON-:1:negative:0:charge,bader:0:mulliken:1:partition,10.1107/S2053273314093826
electronic:0:energy,prominent:0:role,10.1107/S2053273314093826
electronic:0:energy,compound:0:stabilization:1:prominent:0:role,10.1107/S2053273314093826
human:0:disease,deep:0:understand,10.1107/S205327331409593X
human:0:disease:1:broad:0:spectrum,deep:0:understand,10.1107/S205327331409593X
human:0:disease:1:broad:0:spectrum:2:therapy:0:design:1:protein:0:function,deep:0:understand,10.1107/S205327331409593X
intramolecular:0:motion:1:change,function:0:change,10.1107/S205327331409593X
molecular:0:dynamic,novel:0:insight,10.1107/S205327331409593X
waxs:0:datum,experimental:0:assessment,10.1107/S205327331409593X
waxs:0:datum:1:structural:0:fluctuation,direct:1:experimental:0:assessment,10.1107/S205327331409593X
waxs:0:datum:1:structural:0:fluctuation:2:effect,possible:2:direct:1:experimental:0:assessment,10.1107/S205327331409593X
source:0:problem,flexibility:0:parameter,10.1107/S2053273314095394
inverse:1:source:0:problem,flexibility:0:parameter,10.1107/S2053273314095394
high:0:eukaryote,enzymatic:0:activity,10.1107/S2053273314095394
possible:0:speculation,minor:0:redox,10.1107/S2053273314095394
function:1:possible:0:speculation,minor:0:redox:1:flavocoenzyme,10.1107/S2053273314095394
cycliz:0:reaction,crystal:0:structure,10.1107/S2053273314095394
fmn:1:cycliz:0:reaction,hdak:1:crystal:0:structure,10.1107/S2053273314095394
fmn:1:cycliz:0:reaction:2:mechanism,hdak:1:crystal:0:structure,10.1107/S2053273314095394
k:0:domain,linker:0:region,10.1107/S2053273314095394
k:0:domain:1:l:0:domain,linker:0:region,10.1107/S2053273314095394
cyclization:0:product,density:0:map,10.1107/S2053273314095394
cyclization:0:product,density:0:map,10.1107/S2053273314095394
cyclization:0:product,density:0:map,10.1107/S2053273314095394
cytoplasmic:0:protein,important:0:role,10.1107/S2053273314095394
cytoplasmic:0:protein,viral:1:rna:0:detection:1:important:0:role,10.1107/S2053273314095394
viral:0:rna,terminal:0:card,10.1107/S2053273314095394
viral:0:rna,terminal:0:card:1:domain,10.1107/S2053273314095394
viral:0:rna:1:bind:2:conformational:0:change,n:2:terminal:0:card:1:domain,10.1107/S2053273314095394
biophysical:0:technique,bind:0:parameter,10.1107/S2053273314095394
spr:0:itc:1:biophysical:0:technique,bind:0:parameter,10.1107/S2053273314095394
jmjc:0:domain,regulation:0:network,10.1107/S2053273314096867
novel:1:jmjc:0:domain,osx:1:regulation:0:network,10.1107/S2053273314096867
protein:0:contain:2:novel:1:jmjc:0:domain,osx:1:regulation:0:network,10.1107/S2053273314096867
crystal:0:structure,tetramer:0:form,10.1107/S2053273314096867
crystal:0:structure,tetramer:0:form,10.1107/S2053273314096867
crystal:0:structure,functional:1:tetramer:0:form,10.1107/S2053273314096867
crystal:0:structure,functional:1:tetramer:0:form,10.1107/S2053273314096867
oligomerization:0:interface,bind:0:site,10.1107/S2053273314096867
further:0:work,gene:0:expression,10.1107/S2053273314096867
further:0:work,gene:0:expression,10.1107/S2053273314096867
-PRON-:0:find,critical:0:role,10.1107/S2053273314095242
jmjc:0:domain:1:oligomerization,critical:0:role,10.1107/S2053273314095242
protein:0:contain:2:jmjc:0:domain:1:oligomerization,regulatory:0:factor:1:interaction:2:critical:0:role,10.1107/S2053273314095242
pseudomonas:0:putida,compound:0:quinate,10.1107/S2053273314095242
crystallographic:0:study,structural:0:insight,10.1107/S2053273314095242
initial:0:crystal,strong:0:twin,10.1107/S2053273314095242
initial:0:crystal,strong:0:twin,10.1107/S2053273314095242
dsd:1:initial:0:crystal,strong:0:twin,10.1107/S2053273314095242
dsd:1:initial:0:crystal,strong:0:twin,10.1107/S2053273314095242
redesign:0:construct,similar:0:resolution,10.1107/S2053273314095242
redesign:0:construct,similar:0:resolution,10.1107/S2053273314095242
redesign:0:construct,similar:0:resolution:1:diffract:2:crystal,10.1107/S2053273314095242
redesign:0:construct,similar:0:resolution:1:diffract:2:crystal,10.1107/S2053273314095242
sequence:0:analysis,protein:0:fact,10.1107/S2053273314095242
distinct:0:domain,dsd:0:activity,10.1107/S2053273314095242
structural:0:characterization,novel:0:insight,10.1107/S205327331409682X
protein:1:structural:0:characterization,novel:0:insight,10.1107/S205327331409682X
global:0:damage,cell:0:size,10.1107/S205327331409682X
global:0:damage,unit:1:cell:0:size,10.1107/S205327331409682X
global:0:damage,unit:1:cell:0:size:2:increase,10.1107/S205327331409682X
specific:0:damage,detectable:0:change,10.1107/S205327331409682X
protein:1:equal:0:rate,preferential:1:specific:0:damage,10.1107/S205327331409682X
susceptibility:0:quantification:1:specific:1:radiation:0:damage,preferential:1:specific:0:damage:2:investigation,10.1107/S205327331409682X
pdb:0:submit:2:previously:0:refine:1:structure,specific:1:radiation:0:damage:2:indication,10.1107/S205327331409682X
disulphide:0:bond:1:configuration,solvent:0:accessibility:1:correlation,10.1107/S205327331409682X
disulphide:0:bond:1:configuration:2:secondary:1:protein:0:structure,solvent:0:accessibility:1:correlation,10.1107/S205327331409682X
alternative:0:quantification,electron:0:density,10.1107/S2053273314088676
alternative:0:quantification,electron:0:density:1:decay,10.1107/S2053273314088676
alternative:0:quantification,multiple:0:dataset:2:electron:0:density:1:decay,10.1107/S2053273314088676
present:0:report,line:0:defect,10.1107/S2053273314088676
present:0:report,line:0:defect,10.1107/S2053273314088676
present:0:report,single:1:line:0:defect,10.1107/S2053273314088676
present:0:report,single:1:line:0:defect,10.1107/S2053273314088676
sample:0:thickness,linear:0:dislocation,10.1107/S2053273314088676
topographic:0:image,algebraic:0:method,10.1107/S2053273314088676
topographic:0:image,algebraic:0:method,10.1107/S2053273314088676
topographic:0:image,modify:1:algebraic:0:method,10.1107/S2053273314088676
topographic:0:image,modify:1:algebraic:0:method,10.1107/S2053273314088676
dislocation:0:image,deform:0:crystal,10.1107/S2053273314088676
diffraction:0:datum,possible:0:caveat,10.1107/S2053273314088597
possible:0:caveat,well:0:crystal,10.1107/S2053273314088597
possible:0:caveat,well:0:crystal,10.1107/S2053273314088597
possible:0:caveat,well:0:crystal,10.1107/S2053273314088597
well:0:crystal,great:0:crystal,10.1107/S2053273314088597
possible:0:caveat:1:free:2:diffraction:0:datum,well:0:crystal,10.1107/S2053273314088597
possible:0:caveat:1:free:2:diffraction:0:datum,well:0:crystal,10.1107/S2053273314088597
possible:0:caveat:1:free:2:diffraction:0:datum,well:0:crystal,10.1107/S2053273314088597
protein:0:crystal,similar:0:numb,10.1107/S2053273314088597
protein:0:crystal:1:amorphous:0:protein,similar:0:numb,10.1107/S2053273314088597
total:0:path,crystal:0:lattice:0:disorder,10.1107/S2053273314088597
total:0:path,crystal:0:lattice:0:disorder,10.1107/S2053273314088597
total:0:path,crystal:0:lattice:0:disorder,10.1107/S2053273314088597
typical:1:loop:0:mount,crystal:0:lattice:0:disorder,10.1107/S2053273314088597
typical:1:loop:0:mount,crystal:0:lattice:0:disorder,10.1107/S2053273314088597
typical:1:loop:0:mount,crystal:0:lattice:0:disorder,10.1107/S2053273314088597
thin:1:difficult:0:wall,1:0:place,10.1107/S2053273314088597
thin:1:difficult:0:wall,1:0:place,10.1107/S2053273314088597
cheaply:0:manufacture:2:thin:1:difficult:0:wall,1:0:place,10.1107/S2053273314088597
cheaply:0:manufacture:2:thin:1:difficult:0:wall,1:0:place,10.1107/S2053273314088597
phosphate:0:iron:0:vanadate,electrode:0:material,10.1107/S2053273314088986
phosphate:0:iron:0:vanadate,electrode:0:material,10.1107/S2053273314088986
phosphate:0:iron:0:vanadate,possible:1:electrode:0:material,10.1107/S2053273314088986
