char dist,word dist,stem,sub term,obj term,doc ID
18,3,stabilize,thiourea:0:unit:2:tran:0:ndash:1:cis:0:geometry,intramolecular:2:n:1:mdash:0:h,10.1107/S1600536807067499
33,4,stabilize,thiourea:0:unit,n:1:mdash:0:h,10.1107/S1600536807067499
35,5,stabilize,thiourea:0:unit,mdash:0:h,10.1107/S1600536807067499
18,3,stabilize,crystal:0:pack,intermolecular:2:n:1:mdash:0:h,10.1107/S1600536807067712
33,4,stabilize,crystal:0:pack,n:1:mdash:0:h,10.1107/S1600536807067712
35,5,stabilize,crystal:0:pack,mdash:0:h,10.1107/S1600536807067712
84,11,have,title:0:compound,n:0:atom,10.1107/S1600536807068432
23,4,coordinate,zn:0:atom,tridentate:0:manner:1:ligand,10.1107/S1600536807068493
40,8,coordinate,zn:0:atom,tridentate:0:manner,10.1107/S1600536807068493
141,18,ligate,centrosymmetric:0:title:1:complex,bridge:1:br:0:atom,10.1107/S1600536807068663
141,18,ligate,dinuclear:2:centrosymmetric:0:title:1:complex,bridge:1:br:0:atom,10.1107/S1600536807068663
158,20,ligate,centrosymmetric:0:title,br:0:atom,10.1107/S1600536807068663
15,3,link,cation:0:anion,n:1:mdash:0:h,10.1107/S1600536808000020
17,4,link,cation:0:anion,mdash:0:h,10.1107/S1600536808000020
99,15,coordinate,cuii:0:atom,n:1:o:0:atom:2:basal:0:plane,10.1107/S1600536808000020
106,10,contain,title:0:compound,complex:0:cation,10.1107/S1600536808000020
106,10,contain,title:0:compound,ammonium:0:ion:1:complex:0:cation,10.1107/S1600536808000020
106,17,coordinate,cuii:0:atom,basal:0:plane,10.1107/S1600536808000020
10,1,indicate,bragg:0:peak:1:intensity,crystal:0:thicken,10.1107/S1600536808000457
14,2,change,saxs:0:intensity,bragg:0:peak,10.1107/S1600536808000457
14,2,change,saxs:0:intensity,bragg:0:peak:1:intensity,10.1107/S1600536808000457
19,3,cool,crystal:0:thicken,room:0:temperature,10.1107/S1600536808000457
22,2,indicate,bragg:0:peak,crystal:0:thicken,10.1107/S1600536808000457
13,2,occupy,cuii:0:ion,inversion:0:centre,10.1107/S1600536808000810
16,3,exhibit,inversion:0:centre,distort:1:octahedral:0:geometry,10.1107/S1600536808000810
26,4,exhibit,inversion:0:centre,octahedral:0:geometry,10.1107/S1600536808000810
48,9,describe,protein:0:structure,ndash:1:saicar:0:synthase,10.1107/S1600536808000810
48,9,compare,protein:0:structure,ndash:1:saicar:0:synthase,10.1107/S1600536808000810
48,9,describe,protein:0:structure,ndash:1:saicar:0:synthase:2:complex,10.1107/S1600536808000810
48,9,compare,protein:0:structure,ndash:1:saicar:0:synthase:2:complex,10.1107/S1600536808000810
81,13,link,crystal:0:structure,o:1:mdash:0:h,10.1107/S1600536808000810
83,14,link,crystal:0:structure,mdash:0:h,10.1107/S1600536808000810
30,5,stack,c:0:axis:1:translation,short:0:intermolecular:1:c,10.1107/S1600536808001888
34,5,involve,hydroxy:0:group,o:1:mdash:0:h,10.1107/S1600536808001888
36,6,involve,hydroxy:0:group,mdash:0:h,10.1107/S1600536808001888
36,6,occur,c:0:axis,naphthoquinone:0:skeleton:1:periphery,10.1107/S1600536808001888
53,9,occur,c:0:axis,naphthoquinone:0:skeleton,10.1107/S1600536808001888
6,1,link,intermolecular:1:hydrogen:0:bond,anion:0:cation,10.1107/S1600536808002389
19,3,coordinate,niii:0:atom,n:0:o,10.1107/S1600536808002900
19,3,coordinate,niii:0:atom,atom:1:n:0:o,10.1107/S1600536808002900
43,4,contain,title:0:complex:1:crystal:0:structure:2:asymmetric:0:unit,uncoordinated:1:pyridine:0:molecule:2:independent:2:niii:1:complex:0:molecule,10.1107/S1600536808002900
59,6,contain,title:0:complex:1:crystal:0:structure,niii:1:complex:0:molecule,10.1107/S1600536808002900
64,7,contain,title:0:complex,complex:0:molecule,10.1107/S1600536808002900
12,2,display,morpholino:0:ring,chair:0:conformation,10.1107/S1600536808034065
52,6,have,compound:0:pack,intermolecular:2:o:1:mdash:0:h,10.1107/S1600536808034065
67,7,have,compound:0:pack,o:1:mdash:0:h,10.1107/S1600536808034065
69,8,have,compound:0:pack,mdash:0:h,10.1107/S1600536808034065
34,4,synthesize,title:0:compound,hydrothermal:0:reaction,10.1107/S1600536808035162
24,4,form,n:0:hydrogen:1:bond,amino:0:group,10.1107/S160053680803609X
30,5,form,n:0:hydrogen,amino:0:group,10.1107/S160053680803609X
48,6,generate,title:0:compound,inversion:0:centre,10.1107/S160053680803609X
18,3,stabilize,crystal:0:pack,intermolecular:2:c:0:mdash:1:h,10.1107/S1600536808036271
33,4,stabilize,crystal:0:pack,c:0:mdash:1:h,10.1107/S1600536808036271
33,4,stabilize,crystal:0:pack,c:0:mdash,10.1107/S1600536808036271
33,5,prepare,title:0:compound,isonicotinohydrazide:0:reaction,10.1107/S1600536808036271
20,3,link,anion:0:cation,n:1:mdash:0:h,10.1107/S1600536808036301
22,4,link,anion:0:cation,mdash:0:h,10.1107/S1600536808036301
98,18,orient,hydrazide:0:group,dihedral:0:angle,10.1107/S1600536808036301
140,26,orient,hydrazide:0:group,benzene:0:ring:1:respect,10.1107/S1600536808036301
23,4,coordinate,hg:0:atom,-PRON-:0:atom,10.1107/S1600536808036581
9,1,carry,triazole:0:ring,ethoxycarbonyl:0:methyl,10.1107/S1600536808037914
9,1,carry,triazole:0:ring,ethoxycarbonyl:0:methyl:1:group,10.1107/S1600536808037914
20,5,bound,ethoxycarbonyl:0:methyl:1:group,chlorothiazole:0:unit:1:methylene:0:bridge,10.1107/S1600536808037914
27,6,bound,ethoxycarbonyl:0:methyl,methylene:0:bridge,10.1107/S1600536808037914
17,4,found,au:2:nearly:0:linear:1:coordination:0:geometry,title:0:compound,10.1107/S1600536808038257
24,6,found,coordination:0:geometry,title:0:compound,10.1107/S1600536808038257
24,6,found,nearly:0:linear:1:coordination:0:geometry,title:0:compound,10.1107/S1600536808038257
27,5,orientate,thiocarbamate:0:ligand,aryl:0:group,10.1107/S1600536808038257
25,4,link,crystal:0:structure,n:1:mdash:0:h,10.1107/S1600536808038610
27,5,link,crystal:0:structure,mdash:0:h,10.1107/S1600536808038610
71,8,connect,discrete:0:dimer,supramolecular:0:network,10.1107/S1600536808038610
6,1,link,close:0:contact,neighbour:0:molecule,10.1107/S1600536808038695
15,2,form,neighbour:0:molecule,motif:0:ring,10.1107/S1600536808038695
42,4,feature,title:0:compound,o:1:mdash:0:h,10.1107/S1600536808038695
44,5,feature,title:0:compound,mdash:0:h,10.1107/S1600536808038695
33,5,stack,intermolecular:1:pi:0:ndash,short:1:perpendicular:0:distance,10.1107/S160053680803941X
42,6,stack,pi:0:ndash,perpendicular:0:distance,10.1107/S160053680803941X
116,15,stack,intermolecular:1:pi:0:ndash:2:pi,ring:0:system:1:slippage,10.1107/S160053680803941X
14,2,indicate,datum:0:collection,asymmetric:0:unit:1:molecule:0:presence,10.1107/S1600536808040117
14,2,indicate,datum:0:collection:1:derive:2:parameter,asymmetric:0:unit:1:molecule:0:presence,10.1107/S1600536808040117
14,2,indicate,datum:0:collection,molecule:0:presence,10.1107/S1600536808040117
15,3,consist,asymmetric:0:unit,schiff:1:base:0:molecule,10.1107/S1600536808040117
22,4,consist,asymmetric:0:unit,base:0:molecule,10.1107/S1600536808040117
30,4,link,crystal:0:structure,intermolecular:2:n:1:mdash:0:h,10.1107/S1600536808040117
44,7,obtain,title:0:compound,condensation:0:reaction,10.1107/S1600536808040117
45,5,link,crystal:0:structure,n:1:mdash:0:h,10.1107/S1600536808040117
47,6,link,crystal:0:structure,mdash:0:h,10.1107/S1600536808040117
21,4,stabilize,molecular:0:conformation,n:1:mdash:0:h,10.1107/S1600536808040440
23,5,stabilize,molecular:0:conformation,mdash:0:h,10.1107/S1600536808040440
36,8,twist,benzene:0:ring,dihedral:0:angle,10.1107/S1600536808040440
12,1,reinforce,f:1:hydrogen:0:bond,h:0:atom:1:conformation,10.1107/S1600536808040646
24,5,involve,h:0:atom:1:conformation,intermolecular:2:o:1:mdash:0:h,10.1107/S1600536808040646
14,2,generate,hydrogen:0:bond,layer:0:motif,10.1107/S1600536808041226
18,2,interact,water:0:molecule,hydrogen:0:bond,10.1107/S1600536808041226
18,2,interact,uncoordinated:0:coordinate:1:water:0:molecule,hydrogen:0:bond,10.1107/S1600536808041226
16,3,occupy,metal:0:site,statistically:0:disorder:2:cr:0:nb:1:atom,10.1107/S1600536808041585
41,5,occupy,metal:0:site,cr:0:nb:1:atom,10.1107/S1600536808041585
47,7,link,dinuclear:0:unit,o:1:mdash:0:h,10.1107/S1600536808041986
49,8,link,dinuclear:0:unit,mdash:0:h,10.1107/S1600536808041986
41,7,describe,overall:0:structure,relate:0:xylanas,10.1107/S1600536808042803
41,7,compare,overall:0:structure,relate:0:xylanas,10.1107/S1600536808042803
19,3,stabilize,unit:0:cell:1:molecule,c:1:mdash:0:h,10.1107/S1600536808043286
21,4,stabilize,unit:0:cell,mdash:0:h,10.1107/S1600536808043286
20,2,possess,title:0:dicarbonyl:1:compound:2:molecule,approximate:2:local:1:twofold:0:symmetry,10.1107/S1600536808043705
32,3,possess,title:0:dicarbonyl:1:compound,local:1:twofold:0:symmetry,10.1107/S1600536808043705
47,5,possess,title:0:dicarbonyl,twofold:0:symmetry,10.1107/S1600536808043705
19,4,orient,aromatic:0:ring,dihedral:0:angle,10.1107/S1600536808043717
16,2,stabilize,hydrogen:0:bond,molecular:0:conformation,10.1107/S1600536809000063
16,2,stabilize,o:1:hydrogen:0:bond,molecular:0:conformation,10.1107/S1600536809000063
25,4,link,s:0:hydrogen:1:bond,centrosymmetric:0:dimer,10.1107/S1600536809000063
28,4,exist,title:0:molecule,solid:0:state,10.1107/S1600536809000063
31,5,link,s:0:hydrogen,centrosymmetric:0:dimer,10.1107/S1600536809000063
23,4,stabilize,crystal:0:structure,intermolecular:2:c:0:mdash:1:h,10.1107/S1600536809000579
38,5,stabilize,crystal:0:structure,c:0:mdash:1:h,10.1107/S1600536809000579
38,5,stabilize,crystal:0:structure,c:0:mdash,10.1107/S1600536809000579
18,3,stabilize,crystal:0:structure,asymmetric:2:o:1:mdash:0:h,10.1107/S1600536809001093
29,4,stabilize,crystal:0:structure,o:1:mdash:0:h,10.1107/S1600536809001093
31,5,stabilize,crystal:0:structure,mdash:0:h,10.1107/S1600536809001093
12,2,reveal,transmission:0:electron:1:microscopy,particle:0:shape:1:drastic:0:change,10.1107/S1600536809003201
12,2,reveal,transmission:0:electron:1:microscopy,mill:0:h:2:particle:0:shape:1:drastic:0:change,10.1107/S1600536809003201
16,2,indicate,mill:0:h,size:0:existence,10.1107/S1600536809003201
16,2,indicate,mill:0:h:2:particle:0:shape:1:drastic:0:change,size:0:existence,10.1107/S1600536809003201
23,3,reveal,transmission:0:electron,drastic:0:change,10.1107/S1600536809003201
26,4,link,crystal:0:structure,intermolecular:2:n:1:mdash:0:h,10.1107/S1600536809003201
35,6,form,ring:0:system,dihedral:0:angle,10.1107/S1600536809003201
41,5,link,crystal:0:structure,n:1:mdash:0:h,10.1107/S1600536809003201
41,5,decrease,size:0:existence,mill:0:time:1:increase,10.1107/S1600536809003201
43,6,link,crystal:0:structure,mdash:0:h,10.1107/S1600536809003201
81,15,form,benzisothiazolone:1:ring:0:system,benzene:0:ring:1:plane,10.1107/S1600536809003201
7,1,show,heterocyclic:0:ring,tetrahedral:0:coordination,10.1107/S1600536809003419
7,1,show,heterocyclic:0:ring:1:component:0:atom,tetrahedral:0:coordination,10.1107/S1600536809003419
25,4,form,centrosymmetric:0:dimer,intermolecular:2:c:0:mdash:1:h,10.1107/S1600536809003419
40,5,form,centrosymmetric:0:dimer,c:0:mdash:1:h,10.1107/S1600536809003419
40,5,form,centrosymmetric:0:dimer,c:0:mdash,10.1107/S1600536809003419
40,6,adopt,title:0:moleclue,chair:0:conformation,10.1107/S1600536809003419
18,4,locate,cuii:0:atom,inversion:0:center,10.1107/S1600536809030037
25,5,chelate,inversion:0:center,n:0:atom,10.1107/S1600536809030037
12,1,develop,polymeric:0:chain,b:0:axis:1:parallel,10.1107/S1600536809030281
22,4,arrange,bpe:0:bridge:1:ligand,twofold:0:axis,10.1107/S1600536809030281
45,6,construct,znii:0:ion,o:0:atom,10.1107/S1600536809030281
45,6,construct,znii:0:ion:1:geometry,o:0:atom,10.1107/S1600536809030281
77,8,consist,title:0:compound,mandelic:0:acid,10.1107/S1600536809030281
8,1,make,ring:0:system,dihedral:0:angle,10.1107/S1600536809030499
27,5,twist,difluorobenzyloxy:0:ring,central:0:quinoline,10.1107/S1600536809030499
27,5,twist,difluorobenzyloxy:0:ring:1:pyrimidine,central:0:quinoline:1:ring:0:system,10.1107/S1600536809030499
21,4,locate,anion:0:cation,symmetry:0:centre,10.1107/S1600536809030724
22,3,adopt,rev:0:atom,octahedral:0:coordination,10.1107/S1600536809030724
50,6,adopt,rev:0:atom,short:0:intramolecular:2:c:1:mdash:0:h,10.1107/S1600536809030724
71,8,adopt,rev:0:atom,c:1:mdash:0:h,10.1107/S1600536809030724
16,3,result,schiff:0:base:1:ligand,slightly:0:distort:1:tran,10.1107/S1600536809031109
35,5,coordinate,znii:0:centre,schiff:0:base,10.1107/S1600536809031109
35,5,coordinate,znii:0:centre,schiff:0:base:1:ligand,10.1107/S1600536809031109
85,11,result,schiff:0:base,metal:0:ion,10.1107/S1600536809031109
23,4,coordinate,central:0:zriv:1:ion,o:0:atom,10.1107/S1600536809031882
76,11,coordinate,zriv:0:compound,o:0:atom,10.1107/S1600536809031882
26,4,prepare,title:0:compound,high:0:yield,10.1107/S1600536809032620
26,4,prepare,centrosymmetric:1:title:0:compound,high:0:yield,10.1107/S1600536809032620
17,3,observe,chair:0:conformation,monocyclic:0:analogue,10.1107/S1600536809032772
17,3,observe,classical:1:chair:0:conformation,monocyclic:0:analogue,10.1107/S1600536809032772
21,4,distort,cyclohexyl:0:ring,classical:1:chair:0:conformation,10.1107/S1600536809032772
25,4,obtain,title:0:compound,major:0:byproduct,10.1107/S1600536809032772
25,4,obtain,title:0:compound,classical:1:schmidt:0:reaction:2:major:0:byproduct,10.1107/S1600536809032772
31,5,distort,cyclohexyl:0:ring,chair:0:conformation,10.1107/S1600536809032772
28,5,coordinate,inversion:0:center,n:0:atom,10.1107/S1600536809039415
29,4,lie,title:0:complex,inversion:0:center,10.1107/S1600536809039415
29,4,lie,title:0:complex:1:coii:0:atom,inversion:0:center,10.1107/S1600536809039415
15,2,contain,asymmetric:0:unit,independent:1:v:0:atom,10.1107/S1600536809052118
27,3,contain,asymmetric:0:unit,v:0:atom,10.1107/S1600536809052118
60,8,adopt,cu:0:atom,nitrogen:0:donor,10.1107/S1600536809052118
60,8,be,cu:0:atom,nitrogen:0:donor,10.1107/S1600536809052118
105,17,adopt,cu:0:atom,v:0:atom:1:link:2:bridge:1:o:0:atom,10.1107/S1600536809052118
105,17,be,cu:0:atom,v:0:atom:1:link:2:bridge:1:o:0:atom,10.1107/S1600536809052118
27,5,link,methanol:0:thiocarbonohydrazide,mdash:0:h,10.1107/S1600536809053203
19,4,link,acetate:0:ligand,fluconazole:0:ligand,10.1107/S160053680905377X
49,10,link,methanol:0:solvent,mdash:0:h,10.1107/S160053680905377X
10,3,be,propanol:0:chain,extend:0:conformation,10.1107/S1600536809054269
17,3,involve,pyrrole:1:nh:0:group,intermolecular:2:n:1:mdash:0:h,10.1107/S1600536809054269
32,4,involve,pyrrole:1:nh:0:group,n:1:mdash:0:h,10.1107/S1600536809054269
34,5,involve,nh:0:group,mdash:0:h,10.1107/S1600536809054269
56,11,incline,pyrrole:0:ring,propanol:0:chain:1:extend:0:conformation,10.1107/S1600536809054269
60,12,incline,pyrrole:0:ring,propanol:0:chain,10.1107/S1600536809054269
59,8,adopt,novel:0:derivative,chair:0:conformation,10.1107/S1600536809054300
17,3,involve,hydroxy:0:group,o:1:mdash:0:h,10.1107/S1600536809055135
19,4,involve,hydroxy:0:group,mdash:0:h,10.1107/S1600536809055135
11,2,subtend,nccn:0:group,dihedral:0:angle,10.1107/S1600536809055433
11,2,subtend,chelate:1:nccn:0:group,dihedral:0:angle,10.1107/S1600536809055433
18,4,bond,znii:0:atom,o:0:atom,10.1107/S1600536809055433
53,8,connect,crystal:0:structure,intermolecular:2:o:1:mdash:0:h,10.1107/S1600536809055433
68,9,connect,crystal:0:structure,o:1:mdash:0:h,10.1107/S1600536809055433
70,10,connect,crystal:0:structure,mdash:0:h,10.1107/S1600536809055433
18,4,chelate,ni:0:atom,dianionic:0:pentadentate,10.1107/S1600536809055639
18,4,chelate,ni:0:atom,dianionic:0:pentadentate:1:schiff:0:base,10.1107/S1600536809055639
44,6,compose,title:0:compound,pyrazole:0:ring,10.1107/S160053680905572X
15,3,link,molecule:0:pair,intermolecular:2:n:1:mdash:0:h,10.1107/S1600536810001121
16,4,bond,s:0:atom,distort:1:tetrahedral:0:geometry,10.1107/S1600536810001121
26,5,bond,s:0:atom,tetrahedral:0:geometry,10.1107/S1600536810001121
30,4,link,molecule:0:pair,n:1:mdash:0:h,10.1107/S1600536810001121
32,5,link,molecule:0:pair,mdash:0:h,10.1107/S1600536810001121
57,9,form,pyrimidine:0:ring,dihedral:0:angle,10.1107/S1600536810001121
57,9,form,essentially:0:planar:1:pyrimidine:0:ring,dihedral:0:angle,10.1107/S1600536810001121
16,3,locate,methylsulfinyl:0:substituent,opposite:0:side,10.1107/S1600536810001157
16,3,locate,methylsulfinyl:0:substituent:1:methyl:0:group,plane:1:opposite:0:side,10.1107/S1600536810001157
16,3,locate,methylsulfinyl:0:substituent:1:methyl:0:group:2:o:0:atom,plane:1:opposite:0:side,10.1107/S1600536810001157
17,3,exhibit,crystal:0:structure,intermolecular:2:c:0:mdash:1:h,10.1107/S1600536810001157
21,4,indicate,benzofuran:0:plane,dihedral:0:angle,10.1107/S1600536810001157
32,4,exhibit,crystal:0:structure,c:0:mdash:1:h,10.1107/S1600536810001157
32,4,exhibit,crystal:0:structure,c:0:mdash,10.1107/S1600536810001157
20,3,consolidate,crystal:0:structure,c:1:mdash:0:h,10.1107/S1600536810001583
22,4,consolidate,crystal:0:structure,mdash:0:h,10.1107/S1600536810001583
24,3,feature,title:0:molecule,e:0:conformation,10.1107/S1600536810001583
24,3,feature,title:0:molecule,oxime:0:group:1:e:0:conformation,10.1107/S1600536810001583
52,7,stabilize,title:0:compound,mdash:0:h,10.1107/S1600536810001789
20,3,accomplish,crystal:0:structure:1:further:0:consolidation,extensive:2:o:1:mdash:0:h,10.1107/S160053681000228X
6,1,link,cl:1:hydrogen:0:bond,uncoordinated:1:chloride:0:ion:2:organic:0:cation,10.1107/S1600536810002308
10,2,link,hydrogen:0:bond,organic:0:cation,10.1107/S1600536810002308
10,2,link,cl:1:hydrogen:0:bond,organic:0:cation,10.1107/S1600536810002308
37,5,show,methylsulfanyl:0:group,aromatic:0:pi,10.1107/S1600536810002564
37,5,stack,methylsulfanyl:0:group,aromatic:0:pi,10.1107/S1600536810002564
37,5,show,methylsulfanyl:0:group:1:pyrrolidine:0:substituent,aromatic:0:pi:1:ndash,10.1107/S1600536810002564
37,5,stack,methylsulfanyl:0:group:1:pyrrolidine:0:substituent,aromatic:0:pi:1:ndash,10.1107/S1600536810002564
37,5,show,methylsulfanyl:0:group:1:pyrrolidine:0:substituent,aromatic:0:pi:1:ndash:2:pi,10.1107/S1600536810002564
37,5,stack,methylsulfanyl:0:group:1:pyrrolidine:0:substituent,aromatic:0:pi:1:ndash:2:pi,10.1107/S1600536810002564
75,12,form,hydrogen:0:bond,carbonyl:0:link,10.1107/S1600536810002564
75,12,form,strong:1:hydrogen:0:bond,carbonyl:0:link,10.1107/S1600536810002564
138,19,contain,asymmetric:0:unit,perchlorate:0:anion,10.1107/S1600536810002564
12,2,yield,methanol:0:molecule,distort:0:octahedron,10.1107/S160053681000262X
12,2,yield,methanol:0:molecule:1:o:0:atom,distort:0:octahedron,10.1107/S160053681000262X
21,4,complete,sphere:0:coordination,methanol:0:molecule:1:o:0:atom,10.1107/S160053681000262X
23,4,coordinate,movi:0:atom,oxide:0:o:1:atom,10.1107/S160053681000262X
29,5,coordinate,movi:0:atom,o:0:atom,10.1107/S160053681000262X
33,8,complete,sphere:0:coordination,methanol:0:molecule,10.1107/S160053681000262X
36,4,obtain,title:0:compound,methanol:0:recrystallization,10.1107/S160053681000262X
36,4,obtain,title:0:compound:1:crystal,methanol:0:recrystallization,10.1107/S160053681000262X
23,3,adopt,auiii:0:atom,coordination:0:geometry,10.1107/S1600536810002886
30,2,contain,title:0:compound:1:asymmetric:0:unit,crystallography:1:independent:0:molecule,10.1107/S1600536810007014
50,4,contain,title:0:compound,independent:0:molecule,10.1107/S1600536810007014
25,4,link,crystal:0:structure,intermolecular:2:o:1:mdash:0:h,10.1107/S1600536810007919
40,5,link,crystal:0:structure,o:1:mdash:0:h,10.1107/S1600536810007919
132,19,contain,asymmetric:0:unit,uncoordinated:1:water:0:molecule,10.1107/S1600536810008597
146,20,contain,asymmetric:0:unit,water:0:molecule,10.1107/S1600536810008597
57,9,rotate,title:0:compound,benzofuran:0:plane,10.1107/S1600536810008706
45,7,lie,title:0:compound,inversion:0:center,10.1107/S1600536810008998
48,7,hold,individual:0:network,c:1:mdash:0:h,10.1107/S1600536810008998
50,8,hold,individual:0:network,mdash:0:h,10.1107/S1600536810008998
120,16,coordinate,inversion:0:center,jahn:0:ndash:1:form,10.1107/S1600536810008998
130,19,coordinate,inversion:0:center,jahn:0:ndash,10.1107/S1600536810008998
176,25,coordinate,inversion:0:center,mdash:1:n:0:bond:2:distance,10.1107/S1600536810008998
24,4,exist,title:0:compound,mdash:0:h,10.1107/S1600536810009165
26,5,give,anion:1:cl:0:atom,axis:0:run:1:chain,10.1107/S1600536810009165
93,18,give,cl:0:atom,water:0:molecule,10.1107/S1600536810009165
10,2,show,phenyl:0:ring,additive:0:influence,10.1107/S1600536810009475
10,2,show,phenyl:0:ring:1:bond:0:angle,para:0:substituent:1:additive:0:influence,10.1107/S1600536810009475
10,3,be,c:0:chain,extend:0:conformation,10.1107/S1600536810009475
10,3,be,c:0:chain,extend:0:conformation,10.1107/S1600536810009475
10,3,be,mdash:1:c:0:chain,extend:0:conformation,10.1107/S1600536810009475
10,3,be,mdash:1:c:0:chain,extend:0:conformation,10.1107/S1600536810009475
10,3,be,c:2:mdash:1:c:0:chain,extend:0:conformation,10.1107/S1600536810009475
10,3,be,c:2:mdash:1:c:0:chain,extend:0:conformation,10.1107/S1600536810009475
29,5,be,mean:0:plane,quinoline:0:plane,10.1107/S1600536810009475
29,5,be,mean:0:plane,quinoline:0:plane,10.1107/S1600536810009475
8,2,be,cyclohexane:0:ring,standard:1:chair:0:conformation,10.1107/S1600536810009499
17,3,be,cyclohexane:0:ring,chair:0:conformation,10.1107/S1600536810009499
23,4,determine,-PRON-:1:absolute:0:configuration,flack:0:parameter:1:refinement,10.1107/S1600536810009499
41,7,determine,absolute:0:configuration,flack:0:parameter,10.1107/S1600536810009499
14,2,occupy,trideuteroacetonitrile:1:n:0:atom,apical:0:position,10.1107/S1600536810009530
44,5,occupy,n:0:atom,apical:0:position,10.1107/S1600536810009530
55,9,determine,absolute:0:stereochemistry,start:0:material,10.1107/S1600536810009530
9,1,produce,acridinium:0:cation,axis:0:stack,10.1107/S1600536810009566
9,1,produce,neighbor:1:acridinium:0:cation,axis:0:stack,10.1107/S1600536810009566
9,1,produce,neighbor:1:acridinium:0:cation:2:ndash:0:pi:1:interaction,axis:0:stack,10.1107/S1600536810009566
49,6,contain,title:0:compound,acridine:0:cation,10.1107/S1600536810009566
8,2,form,perfluorophenyl:0:group,dihedral:0:angle,10.1107/S1600536810009992
8,2,form,perfluorophenyl:0:group:1:thiophene,dihedral:0:angle,10.1107/S1600536810009992
10,2,give,sodium:0:hydride,title:0:compound,10.1107/S1600536810009992
10,2,give,sodium:0:hydride:1:presence,title:0:compound,10.1107/S1600536810009992
10,1,exhibit,crystal:0:structure,intermolecular:2:c:1:mdash:0:h,10.1107/S1600536810010032
23,4,coordinate,ag:0:atom,phosphine:0:ligand,10.1107/S1600536810010032
25,2,exhibit,crystal:0:structure,c:1:mdash:0:h,10.1107/S1600536810010032
25,4,join,directional:0:interaction,centrosymmetric:0:dimer,10.1107/S1600536810010032
25,4,join,f:1:directional:0:interaction,centrosymmetric:0:dimer,10.1107/S1600536810010032
27,3,exhibit,crystal:0:structure,mdash:0:h,10.1107/S1600536810010032
28,3,contain,title:0:compound,carbonyl:0:ligand,10.1107/S1600536810010974
165,28,range,n:0:atom,tran:0:effect,10.1107/S1600536810010974
18,4,orient,benzotriazole:0:ring,dihedral:0:angle,10.1107/S1600536810011098
25,4,link,n:0:hydrogen:1:bond,b:0:axis:1:chain,10.1107/S1600536810011098
30,4,crystallize,title:0:compound,zwitterionic:0:form,10.1107/S1600536810030308
60,7,adopt,crystal:0:structure,pi:1:pi:0:ndash,10.1107/S1600536810030631
60,7,adopt,crystal:0:structure,pi:0:ndash,10.1107/S1600536810030631
19,2,facilitate,open:0:position,substrate:0:access,10.1107/S1600536810030837
36,7,orient,isopropyl:0:group,anthracene:0:plane,10.1107/S1600536810030837
36,7,orient,independent:1:isopropyl:0:group,anthracene:0:plane,10.1107/S1600536810030837
36,7,orient,independent:1:isopropyl:0:group:2:methyl:0:group,anthracene:0:plane,10.1107/S1600536810030837
52,9,appear,close:0:position,loop:0:arrangement,10.1107/S1600536810030837
52,9,play,close:0:position,loop:0:arrangement,10.1107/S1600536810030837
27,4,connect,ion:0:pair,o:1:mdash:0:h,10.1107/S1600536810030916
12,1,bifurcate,carboxylate:1:o:0:atom:2:form,n:0:mdash:1:h,10.1107/S1600536810030989
17,2,bifurcate,carboxylate:1:o:0:atom,n:0:mdash:1:h,10.1107/S1600536810030989
17,2,bifurcate,o:0:atom,n:0:mdash,10.1107/S1600536810030989
17,3,generate,complete:1:fumarate:0:dianion,crystallographic:1:inversion:0:symmetry,10.1107/S1600536810030989
28,4,consolidate,crystal:0:structure,water:0:molecule,10.1107/S1600536810030989
34,4,generate,fumarate:0:dianion,inversion:0:symmetry,10.1107/S1600536810030989
58,10,stabilize,crystal:0:pack,n:1:mdash:0:h:2:pair,10.1107/S1600536810030989
25,3,form,hydroxy:0:group,o:1:mdash:0:h,10.1107/S1600536810031065
27,4,form,hydroxy:0:group,mdash:0:h,10.1107/S1600536810031065
60,10,disorder,diethylammonium:0:group,occupancy:0:ratio,10.1107/S1600536810031144
13,2,be,dithiolane:0:ring,envelope:0:conformation,10.1107/S160053681003206X
13,2,be,dithiolane:0:ring,envelope:0:conformation,10.1107/S160053681003206X
25,4,link,hydrogen:0:bond,centrosymmetric:0:dimer,10.1107/S160053681003206X
25,4,link,o:1:hydrogen:0:bond,centrosymmetric:0:dimer,10.1107/S160053681003206X
68,11,have,tetrahydropyrimidine:0:ring,imidazole:0:ring,10.1107/S160053681003206X
68,11,be,tetrahydropyrimidine:0:ring,imidazole:0:ring,10.1107/S160053681003206X
68,11,be,tetrahydropyrimidine:0:ring,imidazole:0:ring,10.1107/S160053681003206X
27,3,contain,title:0:compound,independent:0:molecule,10.1107/S1600536810032320
27,3,contain,title:0:compound:1:asymmetric:0:unit,independent:0:molecule,10.1107/S1600536810032320
18,3,stabilize,crystal:0:pack,intermolecular:2:n:1:mdash:0:h,10.1107/S1600536810032381
27,3,contain,title:0:compound,molecule:0:half,10.1107/S1600536810032381
27,3,contain,title:0:compound:1:asymmetric:0:unit,molecule:0:half,10.1107/S1600536810032381
33,4,stabilize,crystal:0:pack,n:1:mdash:0:h,10.1107/S1600536810032381
35,5,stabilize,crystal:0:pack,mdash:0:h,10.1107/S1600536810032381
