10.1107/S160053681000228X,Further consolidation of the crystal structure is accomplished by extensive O mdash H,Further consolidation of the crystal structure,crystal:0:structure:1:further:0:consolidation,accomplished,extensive O mdash H,extensive:2:o:1:mdash:0:h,3,20,3,is
10.1107/S0907444999008410,The structure of the homodimeric 267 emsp14 kDa pyruvateferredoxin oxidoreductase PFOR of Desulfovibrio africanus was solved with data from two crystals forms both containing two monomers per asymmetric unit,Desulfovibrio africanus,desulfovibrio:0:africanu,was,data from two crystals forms,crystal:0:form:1:datum,2,17,3,
10.1107/S0907444999008410,The structure of the homodimeric 267 emsp14 kDa pyruvateferredoxin oxidoreductase PFOR of Desulfovibrio africanus was solved with data from two crystals forms both containing two monomers per asymmetric unit,Desulfovibrio africanus,desulfovibrio:0:africanu,solved,data from two crystals forms,crystal:0:form:1:datum,2,17,3,
10.1107/S0907444999008410,The structure of the homodimeric 267 emsp14 kDa pyruvateferredoxin oxidoreductase PFOR of Desulfovibrio africanus was solved with data from two crystals forms both containing two monomers per asymmetric unit,data from two crystals forms,crystal:0:form:1:datum,containing,two monomers per asymmetric unit,asymmetric:0:unit:1:monomer,2,17,2,
10.1107/S0907444999008410,The structure of the homodimeric 267 emsp14 kDa pyruvateferredoxin oxidoreductase PFOR of Desulfovibrio africanus was solved with data from two crystals forms both containing two monomers per asymmetric unit,structure of the homodimeric 267 emsp14 kDa pyruvate,homodimeric:1:kda:0:pyruvate:2:structure,was,data from two crystals forms,crystal:0:form:1:datum,3,74,9,
10.1107/S0907444999008410,The structure of the homodimeric 267 emsp14 kDa pyruvateferredoxin oxidoreductase PFOR of Desulfovibrio africanus was solved with data from two crystals forms both containing two monomers per asymmetric unit,structure of the homodimeric 267 emsp14 kDa pyruvate,homodimeric:1:kda:0:pyruvate:2:structure,solved,data from two crystals forms,crystal:0:form:1:datum,3,74,9,
10.1107/S0907444999008410,Phases were obtained from multiwavelength anomalous dispersion MAD solvent flattening SF molecular replacement MR using a 5 emsp14  Aring  resolution electrondensity search model multiple isomorphous replacement MIR and finally electrondensity averaging DA procedures,molecular replacement,molecular:0:replacement,using,search model,search:0:model,1,56,8,
10.1107/S0907444999008410,Phases were obtained from multiwavelength anomalous dispersion MAD solvent flattening SF molecular replacement MR using a 5 emsp14  Aring  resolution electrondensity search model multiple isomorphous replacement MIR and finally electrondensity averaging DA procedures,multiwavelength anomalous dispersion,multiwavelength:1:anomalous:0:dispersion,using,search model,search:0:model,2,104,14,
10.1107/S0907444999008410,It is shown how the combination of all these techniques was used to overcome problems arising from incompleteness of MAD data and weak phasing power of MIR data,combination of all these techniques,technique:0:combination,is,MAD data,mad:0:datum,1,62,9,
10.1107/S0907444999008410,It is shown how the combination of all these techniques was used to overcome problems arising from incompleteness of MAD data and weak phasing power of MIR data,combination of all these techniques,technique:0:combination,was,MAD data,mad:0:datum,1,62,9,
10.1107/S0907444999008410,It is shown how the combination of all these techniques was used to overcome problems arising from incompleteness of MAD data and weak phasing power of MIR data,combination of all these techniques,technique:0:combination,used,MAD data,mad:0:datum,1,62,9,
10.1107/S0907444999008410,It is shown how the combination of all these techniques was used to overcome problems arising from incompleteness of MAD data and weak phasing power of MIR data,combination of all these techniques,technique:0:combination,is,MAD data and weak phasing power,weak:1:phase:0:power:2:mad:0:datum,3,62,9,
10.1107/S0907444999008410,It is shown how the combination of all these techniques was used to overcome problems arising from incompleteness of MAD data and weak phasing power of MIR data,combination of all these techniques,technique:0:combination,was,MAD data and weak phasing power,weak:1:phase:0:power:2:mad:0:datum,3,62,9,
10.1107/S0907444999008410,It is shown how the combination of all these techniques was used to overcome problems arising from incompleteness of MAD data and weak phasing power of MIR data,combination of all these techniques,technique:0:combination,used,MAD data and weak phasing power,weak:1:phase:0:power:2:mad:0:datum,3,62,9,
10.1107/S0907444999008410,A realspace refinement RSR procedure is described to improve MR solutions and obtain very accurate protein envelopes and noncrystallographic symmetry NCS transformations from 5 emsp14  Aring  resolution phase information,MR solutions,mr:0:solution,obtain,protein envelopes,protein:0:envelope,1,26,4,
10.1107/S0907444999008410,A realspace refinement RSR procedure is described to improve MR solutions and obtain very accurate protein envelopes and noncrystallographic symmetry NCS transformations from 5 emsp14  Aring  resolution phase information,MR solutions,mr:0:solution,obtain,very accurate protein envelopes,accurate:1:protein:0:envelope,2,12,2,
10.1107/S0907444999007416,With the rise of Bayesian methods in crystallography the error estimates attached to estimated phases are becoming as important as the phase estimates themselves,Bayesian methods,bayesian:0:method,attached,estimated phases,estimate:0:phasis,1,52,7,
10.1107/S0907444999007416,With the rise of Bayesian methods in crystallography the error estimates attached to estimated phases are becoming as important as the phase estimates themselves,Bayesian methods in crystallography,crystallography:1:bayesian:0:method,attached,estimated phases,estimate:0:phasis,2,33,5,
10.1107/S0907444999007416,With the rise of Bayesian methods in crystallography the error estimates attached to estimated phases are becoming as important as the phase estimates themselves,rise of Bayesian methods in crystallography,crystallography:1:bayesian:0:method:2:rise,attached,estimated phases,estimate:0:phasis,3,33,5,
10.1107/S0907444999007416,Phase improvement by density modification can cause problems in this environment because the quality of the resulting phases is usually overestimated,density modification,density:0:modification,cause,problems in this environment,environment:0:problem,1,11,2,
10.1107/S0907444999007416,Phase improvement by density modification can cause problems in this environment because the quality of the resulting phases is usually overestimated,problems in this environment,environment:0:problem,cause,resulting phases,result:0:phasis,1,28,5,
10.1107/S0907444999007416,Phase improvement by density modification can cause problems in this environment because the quality of the resulting phases is usually overestimated,Phase improvement by density modification,density:0:modification:1:phase:0:improvement,cause,problems in this environment,environment:0:problem,2,11,2,
10.1107/S0907444999007416,Phase improvement by density modification can cause problems in this environment because the quality of the resulting phases is usually overestimated,problems in this environment,environment:0:problem,cause,quality of the resulting phases,result:0:phasis:1:quality,2,13,2,
10.1107/S0907444999007416,The degree to which the improved phases are biased by the features of the initial map is investigated in order to determine the limits of the resulting procedure and the quality of the phaseerror estimates,improved phases,improve:0:phasis,are,initial map,initial:0:map,1,35,7,
10.1107/S0907444999007416,The degree to which the improved phases are biased by the features of the initial map is investigated in order to determine the limits of the resulting procedure and the quality of the phaseerror estimates,initial map,initial:0:map,investigated,resulting procedure,result:0:procedure,1,57,10,is
10.1107/S0907444999007416,The degree to which the improved phases are biased by the features of the initial map is investigated in order to determine the limits of the resulting procedure and the quality of the phaseerror estimates,improved phases,improve:0:phasis,are,features of the initial map,initial:0:map:1:feature,2,19,4,
10.1107/S0907444999007416,The degree to which the improved phases are biased by the features of the initial map is investigated in order to determine the limits of the resulting procedure and the quality of the phaseerror estimates,features of the initial map,initial:0:map:1:feature,investigated,limits of the resulting procedure,result:0:procedure:1:limit,2,43,7,is
10.1107/S2056989015014851,Delocalization in the diimine core is indicated by N mdash C and C mdash C bonds that are respectively longer and shorter than those found in related nonchelating diimines,mdash C,mdash:0:c,are,nonchelating diimines,nonchelating:0:diimine,1,90,16,
10.1107/S2056989015014851,Delocalization in the diimine core is indicated by N mdash C and C mdash C bonds that are respectively longer and shorter than those found in related nonchelating diimines,mdash C,mdash:0:c,found,nonchelating diimines,nonchelating:0:diimine,1,90,16,
10.1107/S2056989015014851,Delocalization in the diimine core is indicated by N mdash C and C mdash C bonds that are respectively longer and shorter than those found in related nonchelating diimines,mdash C,mdash:0:c,are,related nonchelating diimines,relate:1:nonchelating:0:diimine,2,82,15,
10.1107/S2056989015014851,Delocalization in the diimine core is indicated by N mdash C and C mdash C bonds that are respectively longer and shorter than those found in related nonchelating diimines,mdash C,mdash:0:c,found,related nonchelating diimines,relate:1:nonchelating:0:diimine,2,82,15,
10.1107/S2056989015014851,The distorted squareplanar coordination environment around the PdII atom is manifested as bond angles that are smaller and larger than 90 deg  and palladacycle torsion angles of  minus 17322 emsp14 16 and 16706 emsp14 16,PdII atom,pdii:0:atom,manifested,bond angles,bond:0:angle,1,18,3,is
10.1107/S2056989015014851,The distorted squareplanar coordination environment around the PdII atom is manifested as bond angles that are smaller and larger than 90 deg  and palladacycle torsion angles of  minus 17322 emsp14 16 and 16706 emsp14 16,bond angles,bond:0:angle,are,torsion angles,torsion:0:angle,1,59,10,
10.1107/S2056989015014851,The distorted squareplanar coordination environment around the PdII atom is manifested as bond angles that are smaller and larger than 90 deg  and palladacycle torsion angles of  minus 17322 emsp14 16 and 16706 emsp14 16,bond angles,bond:0:angle,are,smaller and larger than 90 deg,large:0:small:1:deg,2,10,2,
10.1107/S2056989015014851,The distorted squareplanar coordination environment around the PdII atom is manifested as bond angles that are smaller and larger than 90 deg  and palladacycle torsion angles of  minus 17322 emsp14 16 and 16706 emsp14 16,PdII atom,pdii:0:atom,manifested,bond angles that are smaller and larger than 90 deg,large:0:small:1:deg:2:bond:0:angle,3,18,3,is
10.1107/S2059798315021580,Selenomethionine incorporation is a powerful technique for assigning sequence to regions of electron density at low resolution,Selenomethionine incorporation,selenomethionine:0:incorporation,is,powerful technique,powerful:0:technique,1,6,2,
10.1107/S2059798315021580,Genetic introduction of methionine point mutations and the subsequent preparation and crystallization of selenomethionyl derivatives permits unambiguous sequence assignment by enabling the placement of the anomalous scatterers Se atoms thus introduced,selenomethionyl derivatives,selenomethionyl:0:derivative,permits,sequence assignment,sequence:0:assignment,1,21,2,
10.1107/S2059798315021580,Genetic introduction of methionine point mutations and the subsequent preparation and crystallization of selenomethionyl derivatives permits unambiguous sequence assignment by enabling the placement of the anomalous scatterers Se atoms thus introduced,sequence assignment,sequence:0:assignment,enabling,anomalous scatterers,anomalous:0:scatterer,1,34,6,
10.1107/S2059798315021580,Genetic introduction of methionine point mutations and the subsequent preparation and crystallization of selenomethionyl derivatives permits unambiguous sequence assignment by enabling the placement of the anomalous scatterers Se atoms thus introduced,subsequent preparation and crystallization of selenomethionyl derivatives,selenomethionyl:0:derivative:1:crystallization:0:subsequent:0:preparation,permits,unambiguous sequence assignment,unambiguous:1:sequence:0:assignment,2,9,1,
10.1107/S2059798315021580,Genetic introduction of methionine point mutations and the subsequent preparation and crystallization of selenomethionyl derivatives permits unambiguous sequence assignment by enabling the placement of the anomalous scatterers Se atoms thus introduced,unambiguous sequence assignment,unambiguous:1:sequence:0:assignment,enabling,placement of the anomalous scatterers,anomalous:0:scatterer:1:placement,2,17,3,
10.1107/S2059798315021580,Genetic introduction of methionine point mutations and the subsequent preparation and crystallization of selenomethionyl derivatives permits unambiguous sequence assignment by enabling the placement of the anomalous scatterers Se atoms thus introduced,Genetic introduction of methionine point mutations and the subsequent preparation and crystallization of selenomethionyl derivatives,selenomethionyl:0:derivative:1:crystallization:0:subsequent:0:preparation:2:methionine:0:point:1:mutation:2:genetic:0:introduction,permits,unambiguous sequence assignment,unambiguous:1:sequence:0:assignment,3,9,1,
10.1107/S2059798315021580,Here the use of this approach in the assignment of sequence in a part of the AP2 clathrin adaptor complex that is responsible for clathrin binding is described,adaptor complex,adaptor:0:complex,is,clathrin binding,clathrin:0:bind,1,25,4,
10.1107/S2059798315021580,Here the use of this approach in the assignment of sequence in a part of the AP2 clathrin adaptor complex that is responsible for clathrin binding is described,adaptor complex,adaptor:0:complex,is,clathrin binding,clathrin:0:bind,1,25,4,
10.1107/S2059798315021580,Here the use of this approach in the assignment of sequence in a part of the AP2 clathrin adaptor complex that is responsible for clathrin binding is described,clathrin adaptor complex,clathrin:1:adaptor:0:complex,is,clathrin binding,clathrin:0:bind,2,25,4,
10.1107/S2059798315021580,Here the use of this approach in the assignment of sequence in a part of the AP2 clathrin adaptor complex that is responsible for clathrin binding is described,clathrin adaptor complex,clathrin:1:adaptor:0:complex,is,clathrin binding,clathrin:0:bind,2,25,4,
10.1107/S2059798315021580,AP2 plays a pivotal role in clathrinmediated endocytosis a tightly regulated process in which cellsurface transmembrane proteins are internalized from the plasma membrane by incorporation into lipidenclosed transport vesicles,transmembrane proteins,transmembrane:0:protein,are,plasma membrane,plasma:0:membrane,1,27,4,
10.1107/S2059798315021580,AP2 binds cargo destined for internalization and recruits clathrin a large trimeric protein that helps to deform the membrane to produce the transport vesicle,binds cargo,bind:0:cargo,destined,recruits clathrin,recruit:0:clathrin,1,34,4,
10.1107/S2059798315021580,AP2 binds cargo destined for internalization and recruits clathrin a large trimeric protein that helps to deform the membrane to produce the transport vesicle,binds cargo,bind:0:cargo,destined,internalization and recruits clathrin,recruit:0:clathrin:1:internalization,2,14,2,
10.1107/S2059798315021580,By selenomethionine labelling of point mutants it was shown that the clathrinbinding site is buried within a deep cleft of the AP2 complex,point mutants,point:0:mutant,was,deep cleft,deep:0:cleave,1,63,11,
10.1107/S2059798315021580,By selenomethionine labelling of point mutants it was shown that the clathrinbinding site is buried within a deep cleft of the AP2 complex,point mutants,point:0:mutant,shown,deep cleft,deep:0:cleave,1,63,11,
10.1107/S2059798315021580,By selenomethionine labelling of point mutants it was shown that the clathrinbinding site is buried within a deep cleft of the AP2 complex,point mutants,point:0:mutant,buried,deep cleft,deep:0:cleave,1,63,11,is
10.1107/S2059798315021580,By selenomethionine labelling of point mutants it was shown that the clathrinbinding site is buried within a deep cleft of the AP2 complex,selenomethionine labelling of point mutants,point:0:mutant:1:selenomethionine:0:label,was,deep cleft of the AP2 complex,complex:1:deep:0:cleave,2,63,11,
10.1107/S2059798315021580,By selenomethionine labelling of point mutants it was shown that the clathrinbinding site is buried within a deep cleft of the AP2 complex,selenomethionine labelling of point mutants,point:0:mutant:1:selenomethionine:0:label,shown,deep cleft of the AP2 complex,complex:1:deep:0:cleave,2,63,11,
10.1107/S2059798315021580,By selenomethionine labelling of point mutants it was shown that the clathrinbinding site is buried within a deep cleft of the AP2 complex,selenomethionine labelling of point mutants,point:0:mutant:1:selenomethionine:0:label,buried,deep cleft of the AP2 complex,complex:1:deep:0:cleave,2,63,11,is
10.1107/S2059798315021580,A membranestimulated conformational change in AP2 releases the clathrinbinding site from autoinhibition thereby linking clathrin recruitment to membrane localization,conformational change,conformational:0:change,releases,clathrin recruitment,clathrin:0:recruitment,1,78,10,
10.1107/S2059798315021580,A membranestimulated conformational change in AP2 releases the clathrinbinding site from autoinhibition thereby linking clathrin recruitment to membrane localization,conformational change,conformational:0:change,linking,clathrin recruitment,clathrin:0:recruitment,1,78,10,
10.1107/S2059798315019403,The phenixplansadexperiment tool uses a database of solved and unsolved SAD data sets and the expected characteristics of a SAD data set to estimate the probability that the anomalous substructure will be found in the SAD experiment and the expected map quality that would be obtained if the substructure were found,anomalous substructure,anomalous:0:substructure,found,map quality,map:0:quality,1,54,10,be
10.1107/S2059798315019403,The phenixplansadexperiment tool uses a database of solved and unsolved SAD data sets and the expected characteristics of a SAD data set to estimate the probability that the anomalous substructure will be found in the SAD experiment and the expected map quality that would be obtained if the substructure were found,anomalous substructure,anomalous:0:substructure,found,map quality,map:0:quality,1,54,10,be
10.1107/S2059798315019403,The phenixplansadexperiment tool uses a database of solved and unsolved SAD data sets and the expected characteristics of a SAD data set to estimate the probability that the anomalous substructure will be found in the SAD experiment and the expected map quality that would be obtained if the substructure were found,anomalous substructure,anomalous:0:substructure,found,expected map quality,expect:1:map:0:quality,2,45,9,be
10.1107/S2059798315019403,The phenixplansadexperiment tool uses a database of solved and unsolved SAD data sets and the expected characteristics of a SAD data set to estimate the probability that the anomalous substructure will be found in the SAD experiment and the expected map quality that would be obtained if the substructure were found,anomalous substructure,anomalous:0:substructure,found,expected map quality,expect:1:map:0:quality,2,45,9,be
10.1107/S2059798315019403,The phenixplansadexperiment tool uses a database of solved and unsolved SAD data sets and the expected characteristics of a SAD data set to estimate the probability that the anomalous substructure will be found in the SAD experiment and the expected map quality that would be obtained if the substructure were found,anomalous substructure,anomalous:0:substructure,found,the expected map quality that would be obtained if the substructure were found,substructure:0:find:1:obtain:2:expect:1:map:0:quality,3,41,8,be
10.1107/S2059798315019403,The phenixplansadexperiment tool uses a database of solved and unsolved SAD data sets and the expected characteristics of a SAD data set to estimate the probability that the anomalous substructure will be found in the SAD experiment and the expected map quality that would be obtained if the substructure were found,anomalous substructure,anomalous:0:substructure,found,the expected map quality that would be obtained if the substructure were found,substructure:0:find:1:obtain:2:expect:1:map:0:quality,3,41,8,be
10.1107/S2059798315019403,The phenixscaleandmerge tool scales unmerged SAD data from one or more crystals using local scaling and optimizes the anomalous signal by identifying the systematic differences among data sets and the phenixanomaloussignal tool estimates the useful anomalous correlation and anomalous signal after collecting SAD data and estimates the probability that the data set can be solved and the likely figure of merit of phasing,local scaling,local:0:scale,optimizes,systematic differences,systematic:0:difference,1,55,8,
10.1107/S2059798315019403,The phenixscaleandmerge tool scales unmerged SAD data from one or more crystals using local scaling and optimizes the anomalous signal by identifying the systematic differences among data sets and the phenixanomaloussignal tool estimates the useful anomalous correlation and anomalous signal after collecting SAD data and estimates the probability that the data set can be solved and the likely figure of merit of phasing,local scaling,local:0:scale,identifying,systematic differences,systematic:0:difference,1,55,8,
10.1107/S2059798315019403,The phenixscaleandmerge tool scales unmerged SAD data from one or more crystals using local scaling and optimizes the anomalous signal by identifying the systematic differences among data sets and the phenixanomaloussignal tool estimates the useful anomalous correlation and anomalous signal after collecting SAD data and estimates the probability that the data set can be solved and the likely figure of merit of phasing,data set,set:0:datum,estimates,likely figure,likely:0:figure,1,197,30,
10.1107/S2059798315019403,The phenixscaleandmerge tool scales unmerged SAD data from one or more crystals using local scaling and optimizes the anomalous signal by identifying the systematic differences among data sets and the phenixanomaloussignal tool estimates the useful anomalous correlation and anomalous signal after collecting SAD data and estimates the probability that the data set can be solved and the likely figure of merit of phasing,data set,set:0:datum,collecting,likely figure,likely:0:figure,1,197,30,
10.1107/S2059798315019403,The phenixscaleandmerge tool scales unmerged SAD data from one or more crystals using local scaling and optimizes the anomalous signal by identifying the systematic differences among data sets and the phenixanomaloussignal tool estimates the useful anomalous correlation and anomalous signal after collecting SAD data and estimates the probability that the data set can be solved and the likely figure of merit of phasing,data set,set:0:datum,estimates,likely figure,likely:0:figure,1,197,30,
10.1107/S2059798315019403,The phenixscaleandmerge tool scales unmerged SAD data from one or more crystals using local scaling and optimizes the anomalous signal by identifying the systematic differences among data sets and the phenixanomaloussignal tool estimates the useful anomalous correlation and anomalous signal after collecting SAD data and estimates the probability that the data set can be solved and the likely figure of merit of phasing,data set,set:0:datum,be,likely figure,likely:0:figure,1,197,30,
10.1107/S2059798315019403,The phenixscaleandmerge tool scales unmerged SAD data from one or more crystals using local scaling and optimizes the anomalous signal by identifying the systematic differences among data sets and the phenixanomaloussignal tool estimates the useful anomalous correlation and anomalous signal after collecting SAD data and estimates the probability that the data set can be solved and the likely figure of merit of phasing,crystals using local scaling,local:0:scale:1:crystal,optimizes,systematic differences among data sets,datum:0:set:1:systematic:0:difference,2,55,8,
10.1107/S2059798315019403,The phenixscaleandmerge tool scales unmerged SAD data from one or more crystals using local scaling and optimizes the anomalous signal by identifying the systematic differences among data sets and the phenixanomaloussignal tool estimates the useful anomalous correlation and anomalous signal after collecting SAD data and estimates the probability that the data set can be solved and the likely figure of merit of phasing,crystals using local scaling,local:0:scale:1:crystal,identifying,systematic differences among data sets,datum:0:set:1:systematic:0:difference,2,55,8,
10.1107/S2059798315019403,The phenixscaleandmerge tool scales unmerged SAD data from one or more crystals using local scaling and optimizes the anomalous signal by identifying the systematic differences among data sets and the phenixanomaloussignal tool estimates the useful anomalous correlation and anomalous signal after collecting SAD data and estimates the probability that the data set can be solved and the likely figure of merit of phasing,systematic differences among data sets,datum:0:set:1:systematic:0:difference,estimates,likely figure of merit of phasing,phase:0:merit:1:likely:0:figure,2,196,29,
10.1107/S2059798315019403,The phenixscaleandmerge tool scales unmerged SAD data from one or more crystals using local scaling and optimizes the anomalous signal by identifying the systematic differences among data sets and the phenixanomaloussignal tool estimates the useful anomalous correlation and anomalous signal after collecting SAD data and estimates the probability that the data set can be solved and the likely figure of merit of phasing,systematic differences among data sets,datum:0:set:1:systematic:0:difference,collecting,likely figure of merit of phasing,phase:0:merit:1:likely:0:figure,2,196,29,
10.1107/S2059798315019403,The phenixscaleandmerge tool scales unmerged SAD data from one or more crystals using local scaling and optimizes the anomalous signal by identifying the systematic differences among data sets and the phenixanomaloussignal tool estimates the useful anomalous correlation and anomalous signal after collecting SAD data and estimates the probability that the data set can be solved and the likely figure of merit of phasing,systematic differences among data sets,datum:0:set:1:systematic:0:difference,estimates,likely figure of merit of phasing,phase:0:merit:1:likely:0:figure,2,196,29,
10.1107/S2059798315019403,The phenixscaleandmerge tool scales unmerged SAD data from one or more crystals using local scaling and optimizes the anomalous signal by identifying the systematic differences among data sets and the phenixanomaloussignal tool estimates the useful anomalous correlation and anomalous signal after collecting SAD data and estimates the probability that the data set can be solved and the likely figure of merit of phasing,systematic differences among data sets,datum:0:set:1:systematic:0:difference,be,likely figure of merit of phasing,phase:0:merit:1:likely:0:figure,2,196,29,
10.1107/S2052252515002146,Serial femtosecond crystallography SFX is capable of collecting threedimensional singlecrystal diffraction data using polycrystalline samples,femtosecond crystallography,femtosecond:0:crystallography,is,polycrystalline samples,polycrystalline:0:sample,1,84,10,
10.1107/S2052252515002146,Serial femtosecond crystallography SFX is capable of collecting threedimensional singlecrystal diffraction data using polycrystalline samples,femtosecond crystallography,femtosecond:0:crystallography,collecting,polycrystalline samples,polycrystalline:0:sample,1,84,10,
10.1107/S2052252515002146,Serial femtosecond crystallography SFX is capable of collecting threedimensional singlecrystal diffraction data using polycrystalline samples,femtosecond crystallography,femtosecond:0:crystallography,using,polycrystalline samples,polycrystalline:0:sample,1,84,10,
10.1107/S2052252515002146,Serial femtosecond crystallography SFX is capable of collecting threedimensional singlecrystal diffraction data using polycrystalline samples,Serial femtosecond crystallography,serial:1:femtosecond:0:crystallography,is,polycrystalline samples,polycrystalline:0:sample,2,84,10,
10.1107/S2052252515002146,Serial femtosecond crystallography SFX is capable of collecting threedimensional singlecrystal diffraction data using polycrystalline samples,Serial femtosecond crystallography,serial:1:femtosecond:0:crystallography,collecting,polycrystalline samples,polycrystalline:0:sample,2,84,10,
10.1107/S2052252515002146,Serial femtosecond crystallography SFX is capable of collecting threedimensional singlecrystal diffraction data using polycrystalline samples,Serial femtosecond crystallography,serial:1:femtosecond:0:crystallography,using,polycrystalline samples,polycrystalline:0:sample,2,84,10,
10.1107/S2052252515002146,The test sample is a mixture of two zeolites with crystal grain sizes from 100 to 300 emsp14 nm Xray diffraction snapshots by SFX were simulated and processed using the program suite CrystFEL,test sample,test:0:sample,is,mixture of two zeolites,zeolite:0:mixture,1,6,2,
10.1107/S2052252515002146,The test sample is a mixture of two zeolites with crystal grain sizes from 100 to 300 emsp14 nm Xray diffraction snapshots by SFX were simulated and processed using the program suite CrystFEL,grain sizes,grain:0:size,were,program suite,program:0:suite,1,100,17,
10.1107/S2052252515002146,The test sample is a mixture of two zeolites with crystal grain sizes from 100 to 300 emsp14 nm Xray diffraction snapshots by SFX were simulated and processed using the program suite CrystFEL,grain sizes,grain:0:size,using,program suite,program:0:suite,1,100,17,
10.1107/S2052252515002146,The test sample is a mixture of two zeolites with crystal grain sizes from 100 to 300 emsp14 nm Xray diffraction snapshots by SFX were simulated and processed using the program suite CrystFEL,crystal grain sizes,crystal:1:grain:0:size,were,program suite CrystFEL,program:0:suite:1:crystfel,2,100,17,
10.1107/S2052252515002146,The test sample is a mixture of two zeolites with crystal grain sizes from 100 to 300 emsp14 nm Xray diffraction snapshots by SFX were simulated and processed using the program suite CrystFEL,crystal grain sizes,crystal:1:grain:0:size,using,program suite CrystFEL,program:0:suite:1:crystfel,2,100,17,
10.1107/S2052252515002146,The test sample is a mixture of two zeolites with crystal grain sizes from 100 to 300 emsp14 nm Xray diffraction snapshots by SFX were simulated and processed using the program suite CrystFEL,test sample,test:0:sample,is,mixture of two zeolites with crystal grain sizes,crystal:1:grain:0:size:2:zeolite:0:mixture,3,6,2,
10.1107/S2052252515002146,The test sample is a mixture of two zeolites with crystal grain sizes from 100 to 300 emsp14 nm Xray diffraction snapshots by SFX were simulated and processed using the program suite CrystFEL,mixture of two zeolites with crystal grain sizes,crystal:1:grain:0:size:2:zeolite:0:mixture,were,program suite CrystFEL,program:0:suite:1:crystfel,3,100,17,
10.1107/S2052252515002146,The test sample is a mixture of two zeolites with crystal grain sizes from 100 to 300 emsp14 nm Xray diffraction snapshots by SFX were simulated and processed using the program suite CrystFEL,mixture of two zeolites with crystal grain sizes,crystal:1:grain:0:size:2:zeolite:0:mixture,using,program suite CrystFEL,program:0:suite:1:crystfel,3,100,17,
10.1107/S2052252515002146,Identification according to the primitive unitcell volume determined from individual snapshots was able to separate the whole set of snapshots into two subsets which correspond to the two zeolites in the sample,individual snapshots,individual:0:snapshot,was,whole set of snapshots,snapshot:0:set,1,26,5,
10.1107/S2052252515002146,Identification according to the primitive unitcell volume determined from individual snapshots was able to separate the whole set of snapshots into two subsets which correspond to the two zeolites in the sample,individual snapshots,individual:0:snapshot,separate,whole set of snapshots,snapshot:0:set,1,26,5,
10.1107/S2052252515002146,This led to two sets of threedimensional singlecrystal diffraction intensities based on which crystal structures of the two zeolites were solved easily by direct methods implemented in the program SHELXD,crystal structures,crystal:0:structure,were,direct methods,direct:0:method,1,43,8,
10.1107/S2052252515002146,This led to two sets of threedimensional singlecrystal diffraction intensities based on which crystal structures of the two zeolites were solved easily by direct methods implemented in the program SHELXD,crystal structures of the two zeolites,zeolite:1:crystal:0:structure,were,direct methods,direct:0:method,2,23,4,
10.1107/S2052252515002146,This led to two sets of threedimensional singlecrystal diffraction intensities based on which crystal structures of the two zeolites were solved easily by direct methods implemented in the program SHELXD,crystal structures of the two zeolites,zeolite:1:crystal:0:structure,were,direct methods implemented in the program SHELXD,shelxd:1:program:0:implement:2:direct:0:method,3,23,4,
10.1107/S2052252515005163,experiments on solutions provide rapidly decaying scattering curves often with a poor signaltonoise ratio especially at higher angles,experiments on solutions,solution:0:experiment,provide,scattering curves,scatter:0:curve,1,26,3,
10.1107/S2052252515005163,experiments on solutions provide rapidly decaying scattering curves often with a poor signaltonoise ratio especially at higher angles,experiments on solutions,solution:0:experiment,provide,rapidly decaying scattering curves,rapidly:0:decay:1:scatter:0:curve,2,9,1,
10.1107/S2052252515005163,On modern instruments the noise is partially compensated for by oversampling thanks to the fact that the angular increment in the data is small compared with that needed to describe adequately the local behaviour and features of the scattering curve,modern instruments,modern:0:instrument,is,angular increment,angular:0:increment,1,84,14,
10.1107/S2052252515005163,On modern instruments the noise is partially compensated for by oversampling thanks to the fact that the angular increment in the data is small compared with that needed to describe adequately the local behaviour and features of the scattering curve,modern instruments,modern:0:instrument,compensated,angular increment,angular:0:increment,1,84,14,
10.1107/S2052252515005163,On modern instruments the noise is partially compensated for by oversampling thanks to the fact that the angular increment in the data is small compared with that needed to describe adequately the local behaviour and features of the scattering curve,modern instruments,modern:0:instrument,is,angular increment,angular:0:increment,1,84,14,
10.1107/S2052252515005163,On modern instruments the noise is partially compensated for by oversampling thanks to the fact that the angular increment in the data is small compared with that needed to describe adequately the local behaviour and features of the scattering curve,angular increment,angular:0:increment,is,local behaviour and features,feature:0:local:0:behaviour,1,75,13,
10.1107/S2052252515005163,On modern instruments the noise is partially compensated for by oversampling thanks to the fact that the angular increment in the data is small compared with that needed to describe adequately the local behaviour and features of the scattering curve,angular increment,angular:0:increment,is,local behaviour and features,feature:0:local:0:behaviour,1,75,13,
10.1107/S2052252515005163,On modern instruments the noise is partially compensated for by oversampling thanks to the fact that the angular increment in the data is small compared with that needed to describe adequately the local behaviour and features of the scattering curve,modern instruments,modern:0:instrument,is,angular increment in the data,datum:1:angular:0:increment,2,84,14,
10.1107/S2052252515005163,On modern instruments the noise is partially compensated for by oversampling thanks to the fact that the angular increment in the data is small compared with that needed to describe adequately the local behaviour and features of the scattering curve,modern instruments,modern:0:instrument,compensated,angular increment in the data,datum:1:angular:0:increment,2,84,14,
