"L domain and K domain" "joined" "linker region" .
"dppm ligand" "forms" "ndash boat conformation" .
"beryllium monochromator crystals" "be utilized in" "independent downstream stations" .
"O hydrogen bonds" "link" "cations and anions" .
"two chelate rings" "tilt" "mean plane" .
"presence of the methylene lactam" "seen" "ecdysone receptor structure" .
"Its structure" "be viewed as" "parallel to the a axis" .
"respect to the incident beam" "yields" "expected result" .
"crystal forms" "were obtained by" "screening conditions" .
"pyridoxal phosphate" "features" "external aldimine" .
"inversion centres" "adopt" "octahedral coordination" .
"positions of the monomers" "confirming" "adaptability of the ring structure" .
"complex cation and one of the two independent iodide anions" "are located on" "twofold axis" .
"mixture of two zeolites with crystal grain sizes" "using" "program suite CrystFEL" .
"component ions" "are linked into" "mdash H" .
"asymmetric unit" "contains" "independent V atoms" .
"supramolecular network" "is formed by" "hydrogen bonds" .
"Mycoplasma pneumoniae" "has been" "diffraction data" .
"change in wavelength" "is reflected as" "unit cell parameters" .
"Monocapillary and polycapillary" "increase" "m crystal" .
"relatively small perturbations" "destabilize" "novel approach" .
"title compound" "has" "two planar molecules in the asymmetric unit" .
"communication path" "based on" "project information" .
"proximal tail vertebrae of geckos" "do" "supporting load in locomotion" .
"Many Brazilian laboratories situated in universities" "help" "investigations along with the police" .
"topographic images" "are used for" "modified algebraic method" .
"molecular biosciences" "is in" "structure ndash" .
"bifunctional enzyme" "catalyses" "phosphorylation of riboflavin as well as the adenylylation of FMN" .
"detuning technique" "found to" "periods of the undulator" .
"F intramolecular interactions" "is stabilized by" "C mdash H" .
"crystal packing" "is stabilized by" "pairs of N mdash H" .
"science and scientific careers" "threatens" "scientific enterprise innovation and sustainability" .
"supramolecular chains" "are found in" "crystal structure" .
"March function" "used" "correction function" .
"FMN cyclizing reaction" "present" "crystal structures of hDAK" .
"molecular structure" "is stabilized by" "mdash H" .
"recording time" "reduced by" "registration time" .
"Adjacent chains" "are connected through" "edges and apices" .
"illustrative samples" "were measured at" "low temperatures" .
"title compound" "comprises" "complex molecules" .
"area detector" "obtain" "atomic pair" .
"MAD applications" "is equipped with" "CCD detector on a pseudo 2 thetas  arm" .
"2C6H5NO3 middot C10H8N2O2 or 2MNP middot DPNO" "crystallizes as" "dihedral angle" .
"bone tissue growth" "studied" "human fetal hand" .
"powerful means" "tune" "hydrogen storage" .
"crystal structure analysis" "have been" "secondary extinction" .
"One MnII cation" "is coordinated by" "Cl minus  anion" .
"peptidoglycan muropeptide" "affects" "helical shape" .
"detuning technique" "is investigated" "periods of the undulator" .
"deformation process" "causes" "decrease in the domain size" .
"diffraction vectors" "forms" "isosceles triangle" .
"title compound" "consists of" "intermolecular contacts" .
"theoretical inversion" "be implemented" "direct observations" .
"commercial crystal screen" "shows" "actual commercial screen" .
"title compound" "were obtained by" "recrystallization from methanol" .
"Several explanations for emphanisis" "including including" "simple response" .
"thiocarbamate ligand" "is orientated" "aryl group" .
"title compound" "is of" "interest from the point of view of catalysis" .
"hkl reflections" "are diffracted" "loss of intensity" .
"title compound" "imposed" "inversion symmetry" .
"point mutants" "shown" "deep cleft" .
"CdII atom" "is coordinated by" "N atoms" .
"crystal structure of the title complex" "contains" "NiII complex molecules" .
"N hydrogen bonds" "consolidate" "crystal packing" .
"Good correlations" "were found between" "position relative to the thiocyanate unit" .
"molecules in both compounds" "interact through" "classical hydrogen bonds" .
"hydrogen bonds and the packing" "exhibits" "pi  ndash  " .
"Quantitative mineralogical analyses" "have been" "powder diffraction" .
"adjacent urea groups" "gives" "polymeric chains" .
"cations and anions" "are packed as" "layers parallel to the ac plane" .
"Geometric parameters" "do" "unusual values" .
"Fielek model" "modifying" "ionic interactions" .
"experimental diffuse intensity" "calculate" "relative volume" .
"recombinant enzyme" "were collected to" "emsp14  Aring  resolution" .
"arbitrary size" "is described with" "search method" .
"title compound" "adopts" "sofa conformation" .
"different hkl reflections" "are diffracted" "loss of intensity in the transmitted beam" .
"IrI ion" "has" "coordination geometry" .
"ferritin solutions" "have been" "absorption edge" .
"difference in the packing" "are linked into" "crystallographic screw axis in the a direction" .
"crystal screen" "using" "commercial screen" .
"emsp14 kDa protein" "belongs to" "SAICAR synthase" .
"results obtained" "were explained by" "axis on the surface of the specimen" .
"ring that adopts a chair conformation" "fused to" "the other exhibits an envelope conformation" .
"important role" "exerting" "negative effect" .
"spherical atom values" "shows" "trigonal regions of bonding potential" .
"up to two orders of magnitude" "is found with" "point detector" .
"crystal packing" "is consolidated by" "N mdash H" .
"spectra library" "provided" "identification of individual P forms" .
"bond lengths" "are as" "molecule of this kind" .
"intensity distributions" "showed" "distribution results" .
"tetrahedral ZnO3N coordination about the ZnII cation" "is built up" "N atom of the pyridine ring" .
"recent times" "study" "nature of chemical species present in 2D and 3D" .
"title compound" "has been" "condensation of dibenzoylmethane" .
"orientation information" "quantified by" "pole figures" .
"static structure factors" "are calculated" "factors of O2 minus  and" .
"crystallographic space groups" "find" "exactly 88 equivariant types" .
"changes in intramolecular motions" "lead to" "changes in function" .
"protein crystals" "were obtained after" "crystallization conditions" .
"title compound" "features" "mdash H" .
"anomalous scattering curves" "determined" "protein  crystallographic studies" .
"bond tables" "generate" "pattern designator" .
"temperature of the first crystal" "is maintained" "zero thermal expansion" .
"remarkable results" "obtained" "users of this facility" .
"molecular salt" "is generated by" "twofold symmetry" .
"219 isomorphism classes of crystallographic space groups" "are used to" "exactly 88 equivariant types" .
"oxidative cleavage" "using" "large family" .
"the crystal packing is in turn" "stabilized by" "intermolecular C mdash H" .
"twin laws" "are listed" "tensor distinction" .
"electron carrier" "were grown by" "vapour diffusion" .
"corresponding variances" "using" "stacking model" .
"Various techniques" "produce" "Bragg spot shape and crystal mosaicity" .
"structure of the mutant enzyme" "carry" "noncovalent catalysis" .
"primary connections between layers" "are of" "C mdash H" .
"Structural analysis of the title compound" "reveals" "pyridine ring and the ester moiety" .
"Porcine pancreatic elastase" "crystallized at" "similar but slightly different conditions" .
"cation and anion" "are linked by" "O mdash H" .
"single crystals" "is described" "specimen rotation" .
"ZnII ion" "is coordinated by" "N atoms" .
"Cl hydrogen bonds" "help to" "crystal structure" .
"Very little change" "is observed in" "symmetric Laue images" .
"discrete dimers" "are connected by" "supramolecular network" .
"crystal structure" "shows" "synthesized material" .
"enzyme lysozyme" "using" "single bunch" .
"molecular packing" "is stabilized by" "C mdash H" .
"MR solutions" "obtain" "very accurate protein envelopes" .
"Root framework" "developed for" "physics experiments" .
"recent literature" "pointing" "reported schemes" .
"small volume" "generates" "feedback mechanism" .
"structural changes in the bone tissue growth" "using" "samples of a human fetal hand" .
"concentrated polymer solutions" "are calculated by" "radial distribution function of random coil molecules" .
"concentration range" "have been" "powder diffraction" .
"Examination of the crystal" "established" "triclinic unit cell" .
"twofold axis" "is in" "tetrahedral coordination environment" .
"AgI atom" "is coordinated by" "water molecules" .
"present experiment" "uses" "asymmetrically cut first crystal" .
"crystallographic symmetry" "are arranged" "mdash H" .
"molecule deviate from twofold symmetry" "does" "higher symmetry" .
"Cu emsp14 K alpha  " "yielded" "distinguishable anomalous signal" .
"paracrystalline materials" "is presented" "spiral paracrystal and distortion" .
"asymmetric unit" "consists of" "twofold axis" .
"1D network formed by coordination polymers" "stabilizes" "crystalline arrangement" .
"inversion center" "has" "octahedral coordination geometry" .
"cyclohexane rings" "are in" "chair conformations" .
"tail vertebrae" "bear" "supporting load" .
"structure variants" "allows" "quantitative description" .
"combination of all these techniques" "used to" "MAD data" .
"P centers" "joined by" "O atoms" .
"variety of heavy metals" "suggests" "large changes" .
"approach obtained here" "provides" "chemical structures" .
"twinning operation in such cases" "is related to" "rotational symmetry elements" .
"development of transition metal" "has stimulated" "incorporation of two different anions in one structure" .
"Neighbouring chains" "are linked" "water molecules" .
"emsp14  Aring  resolution" "belonged to" "space group" .
"aim of this work" "show" "versatility of the technique" .
"Crystal packing" "is stabilized by" "N mdash H" .
"diffraction dispersion" "study" "forbidden wavefields" .
"pyrrolidine substituent or a methylsulfanyl group" "show" "aromatic  pi  ndash  " .
"title compound" "contains" "acridine cation" .
"rays scattered from a sample of interest" "turns" "scattered radiation and the main beam" .
"Fourier coefficients of the measured physical profiles" "are fitted by" "initio functions of size" .
"title compound" "has" "planar molecules" .
"lowest transition temperature ever observed" "explained as" "example of diffractometry" .
"central growth region" "are resolved in" "high sensitivity to defects" .
"recent work" "focused on" "animal kingdom" .
"similar device" "has" "polychromatic experiments" .
"evidence given for the accuracy" "claimed" "ndash  photometry" .
"title compound" "crystallizes in" "optical response" .
"piperidine ring" "adopts" "chair conformation" .
"Industrial catalysis" "utilizes" "mu m" .
"structural comparison" "showed" "flexible nature" .
"proximal tail vertebrae of geckos" "were selected for" "supporting load in locomotion" .
"title  pi" "forms" "crystalline complex" .
"prolyl isomerization state of CTD" "lead to" "differentiated outcome for the CTD phosphorylation state" .
"Crystals of the title compound" "were obtained by" "recrystallization from methanol" .
"single enantiomer" "are linked into" "framework structure" .
"molecular replacement" "using" "search of the PDB" .
"Cl minus  " "are linked via" "mdash H" .
"single force function" "interact with" "strength proportional to the products of their scattering factors" .
"Chiral chains of the title compound" "are formed by" "C mdash H" .
"The crystal used for the data collection" "found to" "racemic twin" .
"lattice parameter of tungsten" "is determined in" "SRM 640b silicon standard" .
"O hydrogen bonds" "link" "centrosymmetric dimers" .
"molecules form" "stacked" "ab plane" .
"oxime group" "has" "E configuration" .
"thiophene and perfluorophenyl groups" "form" "dihedral angle" .
"combinatorial types of simple" "are stated with" "automorphism group order" .
"Dislocations in the  lang 110 rang  " "have been" "edge dislocations with Burgers vector" .
"Bernoullian model" "leads to" "Lorentzian profiles and the resulting calculations" .
"datamatrix reader" "ensures" "safe management" .
"crystal structure" "has been" "space group" .
"powder diffraction" "relate" "light atoms" .
"three arsine ligands and one O atom" "forming" "distorted tetrahedral configuration" .
"pyrrolidine substituent or a methylsulfanyl group" "stacking" "aromatic  pi  ndash  " .
"sample support" "prevent" "formation of ice" .
"type transition" "be induced" "attractive interactions" .
"Wilson plot method" "is shown" "overall B factor" .
"O atom" "is within" "O gamma 1" .
"means of this arrangement" "measure" "compute stresses" .
"unit cell" "described" "centrosymmetric space" .
"variety of crystals" "monitored in" "azimuthal scans" .
"inversion center" "has" "coordination geometry" .
"proton transfer" "occurs from" "molecule to the amine group of the macrocycle" .
"III ndash V semiconductors" "has been" "local structure around Er atoms" .
"elements of the rotation  ndash  axis" "depends" "sharpness of the Kikuchi lines" .
"atomic scattering factor of germanium" "obtained from" "Pendell ouml" .
"sluggish transformation" "found between" "different kinds of fluctuations" .
"Bragg geometry" "investigate" "acoustic waves" .
"additional proton attached to the amine group" "resulting in" "revised formula" .
"Methylobacterium extorquens" "refined without" "stereochemical restraints" .
"title compound" "crystallized with" "three independent molecules in the asymmetric unit" .
"phase information" "build" "measured reflectivity" .
"asymmetric unit" "contains" "opposite sides" .
"hydrogen bonds" "link" "centrosymmetric dimers" .
"azadiene precursor" "are replaced by" "C atom" .
"temperature range" "has been" "structural evolution of materials" .
"title compound" "obtained as" "product in the Grignard reaction of malimide" .
"ideal perovskite positions" "move" "planes with high Al content" .
"state lasers" "ordered" "most efficient material" .
"Aerobic conditions" "resulted in" "oxidation of the coordinated ligand" .
"ribosomal subunit microcrystals" "diffracted to" "emsp14  Aring  resolution" .
"title compound" "synthesized by" "chelidamic acid" .
"cysteine residue" "introduced at" "different positions" .
"FeI atom" "has" "O atoms" .
"Molecular hydrogen" "proposed as" "alternative fuel source for vehicles" .
"Advances in cryocrystallographic techniques for macromolecular crystallography" "intertwined with" "deleterious effects" .
"purification procedure" "shown to" "homogeneously pure and monodisperse sample for crystallization" .
"Such changes" "lead to" "significant differences in biological activity" .
"axis on the surface of the specimen" "deviating" "parallel to the edge of the specimen" .
"flat sample" "oscillate in" "more representative diffractogram" .
"recombinant enzyme" "crystallized" "emsp14  Aring  resolution" .
"orientations of the crystal lattices in the two domains" "differ in" "specific way" .
"thermophilic bacterium Thermus thermophilus" "includes" "outer membrane proteins" .
"sample rotation" "require" "prior positioning" .
"graphic explanations" "are given of" "positive and negative quartets" .
"profile of the rocking curves" "observed in" "thickness regions close to" .
"Serratia marcescens" "refined to" "emsp14  Aring  resolution" .
"Such studies" "relied on" "large ribosome crystals" .
"photochromism change" "realized by" "conformational control" .
"atmospheric pressure" "covers" "Bragg angles" .
"S70G mutant" "has" "positions of water molecules in the active site" .
"unsubstituted and substituted Cp rings" "form" "indene ring system" .
"mixed oxides" "been" "performance of these materials" .
"ESI mass" "shows" "enzyme solution" .
"crystal surface" "leaves" "angle  beta" .
"minor groove of DNA in a nonspecific manner" "induce" "bent DNA" .
"structure of some of these materials" "is challenging since" "hydrogen gas" .
"Numerical results" "showed" "obtained components" .
"novel segmented cross undulator" "adopted as" "light source" .
"plane of the nitrosohydroxylaminato group" "is twisted" "plane of the naphthyl ring" .
"ndash nucleotide" "suggests" "phasing tool" .
"values of all these quantities" "connected with" "crystal structure" .
"results of the refinements" "show" "estimated weights" .
"Escherichia coli" "purified following" "new protocol" .
"structure factors" "have been" "electron diffraction" .
"internal loop" "observed at" "expected sites" .
"performance of this system" "tested by" "thermally induced ferroelectric phase transition" .
"title complex" "consists of" "Ni atom" .
"ndash V semiconductors" "has been" "absorption fine structure" .
"amide planes" "are inclined at" "dihedral angles" .
"hybrid material" "is based on" "mdash H" .
"neutral molecules and zwitter ions" "are arranged" "local domains" .
"Cu atom" "has" "tetrahedral geometry" .
"human neutrophil gelatinase associated lipocalin" "grown in" "precipitating agent with recombinant protein" .
"title complex" "exists in" "C mdash" .
"scattering systems" "found by" "character and amount of distortion" .
"new regulatory sites" "setting" "combinatorial mechanisms for transcription regulation" .
"title compound" "belongs to" "antiprotozoal drugs" .
"analogous mutation of the nucleophilic serine in alkaline phosphatase" "suggesting" "common chemical principles" .
"imidazole ring" "makes" "dihedral angles" .
"planes of the two amide groups" "resulting in" "a chain that is slightly more bent" .
"diffraction spots in the EDPs" "simulating" "hexagonal structure" .
"large block copolymer micelles" "covering" "large range of scattering vectors" .
"primary hydrogen bond" "involves" "squarate anion O atom" .
"orientations of the crystal lattices" "differ in" "specific way" .
"SLS contrasts of PEP and PEO" "providing" "homogeneous contrast" .
"second calcium and residues Lys62 and Asp66 from the surface loop" "be involved in" "polar head group of the membrane phospholipid" .
"pyrazole ring" "makes" "benzyl rings" .
"the layer and the substrate peaks" "are shifted but" "different amounts" .
"Quantitative fringe measurements" "are in" "fair agreement with theory" .
"mineralogical analyses" "obtained by" "powder diffraction" .
"title compound" "synthesized from" "thionyl chloride" .
"An algorithm to determine this number" "is developed" "simulated data sets with various noise levels" .
"modern diffraction" "is to" "macromolecular structure" .
"normalized structure factors" "be used in" "phase problem" .
"metal cations and polyamines in the crystal structures" "realized" "ZI and ZII conformations" .
"alumina membranes" "made of" "parallel channels" .
"synchrotron radiation" "is presented" "crystal reflections" .
"the steroid A ring" "approximates to" "methylene group" .
"polyalanine linker between CTB and MPR" "stabilize" "pentameric form of the protein" .
"beta  ndash subunit" "has" "different enzyme activity" .
"principles of macromolecular structure" "develop" "macromolecular models" .
"threefold axis" "form" "infinite channel" .
"biaxial testing machine" "developed on" "DiffAbs beamline at the Synchrotron SOLEIL" .
"glucose isomerase" "solved to" "synchrotron radiation" .
"ideal perovskite positions" "move" "high Al content" .
"alpha  prime  polymorph" "reported in" "delta  polymorph" .
"title complex" "shows" "metal center" .
"aluminium digermanide" "were synthesized from" "corresponding elements" .
"four S atoms of two maleonitriledithiolate ligands" "exhibits" "coordination geometry" .
"advances in technology" "encourage" "science students" .
"Many Brazilian laboratories" "help" "investigations along with the police" .
"Cl atoms" "using" "available hydrogen bonds" .
"crystal structure" "are linked via" "intermolecular N mdash H" .
"room temperature and 700 K" "has been" "multiple beam" .
"translation along the c axis" "are stacked into" "shortest intermolecular C" .
"CdII cation" "coordinated by" "chloride ligands" .
"N atoms" "displays" "prismatic geometry" .
"hydrogen bonds" "links" "cations and anions" .
"color change induced by vapors" "be applied to" "sensing of volatile organic compounds or humidity" .
"Diffraction data" "were collected to" "emsp14  Aring  resolution using synchrotron radiation" .
"native data" "has been" "structure determination" .
"adjacent molecules" "are linked by" "N mdash H" .
"adjacent molecules" "are connected via" "C mdash H" .
"Symmetry changes" "were related to" "fault structure" .
"title molecule" "confirms" "twist ndash boat conformation" .
"UHV monochromator" "equipped with" "monochromator crystals" .
"ReV atom" "adopts" "octahedral coordination" .
"carboxylic acid groups" "form" "the S mdash" .
"N atoms" "displaced from" "O atom" .
"hippuric acid anion" "is involved in" "intramolecular hydrogen bond" .
"atomic form" "has been" "gyration R" .
"ligand two  ndash CH2 groups and the methyl group" "disordered over" "sites with equal occupancies" .
"synthetic polymorphs" "lies in" "packing of the layers" .
"SnIV atom" "has" "tridentate tricine ligand" .
"Further work" "demonstrates" "gene expression" .
"Matthews coefficient analysis" "indicated" "tetramer in the asymmetric unit" .
"mathematical algorithm" "is proposed to" "whose Fourier amplitudes" .
"pyrrolidine substituent or a methylsulfanyl group" "show" "aromatic  pi  ndash  pi  " .
"viral RNA" "allows" "terminal CARD domain" .
"useful experimental data range" "is defined by" "meaningful Shannon channels that can be determined from the data set" .
"Current protocols" "require" "manual inspection of refinement results" .
"difluorobenzyloxy rings" "are twisted" "central quinoline" .
"protonated bromhexine" "used in" "respiratory disorders" .
"Data from 18 of 28 crystals" "generate" "fold anomalous multiplicity" .
"crystal packing" "is consolidated by" "intermolecular N mdash H" .
"thiourea unit" "is stabilized by" "N mdash H" .
"structure of the title compound" "comprises" "planar molecules" .
"lanthanum ruthenium" "using" "neutron powder" .
"Hg atom" "is coordinated by" "I atoms" .
"N hydrogen bonds" "are formed between" "amino group" .
"conceptually simple device" "developed to" "measurements and monitoring" .
"B and C rings" "flattened" "chair conformations" .
"coordination geometry" "investigated by" "neutron powder" .
"asymmetric unit of the title compound" "contains" "two crystallography independent molecules" .
"title compound" "determined at" "palladium center" .
"title complex" "determined by" "Godycki  amp  " .
"H atoms from difference Fourier maps" "allowed" "precise determination" .
"dinuclear centrosymmetric title complex" "is ligated in" "bridging Br atoms" .
"diffraction equation" "is shown" "ordered regions" .
"amorphous natural aluminosilicate" "used as" "support for metals in the preparation of catalysts" .
"structure ndash function" "plays" "major role" .
"cations and anions" "are packed as" "ac plane" .
"peptide molecules in each layer" "generate" "very rare pattern" .
"Stereochemical comparisons with phenytoin" "have identified" "O atoms" .
"Molecular hydrogen" "proposed as" "alternative fuel source" .
"structure of Mycobacterium" "has been" "data sets" .
"Such industries" "demand" "new xylanases" .
"presence of a magnetic field" "applied" "lateral face of a cylinder" .
"N hydrogen" "induce" "benzene ring" .
"molecular replacement" "failed" "search of the PDB" .
"Single crystals" "were grown from" "water molecules" .
"structure ndash" "plays" "major role" .
"direct observation of crystal structure" "helps" "better understanding of phase transformations and phase stability" .
"S interactions" "link" "molecules in the crystal" .
"effect of structural fluctuations on WAXS data" "make" "possible direct experimental assessment" .
"O hydrogen bonds" "link" "C mdash H" .
"CuII ion" "is coordinated by" "N atoms" .
"Such automorphisms" "be associated with" "crystallographic symmetry in realizations of the net by crystal structures" .
"Structural and functional studies" "require" "reproducibility of the data" .
"two different anions in one structure" "offers" "chemical and physical" .
"S70G mutant" "has" "water molecules" .
"Interest in the nucleocapsid protein" "owing to" "recent identification" .
"translation initiation" "inhibits" "protein synthesis" .
"DW factors of Si" "were measured" "CBED methods" .
"near planarity" "is illustrated by" "very small deviations" .
"data collected" "using" "Cu emsp14 K alpha  " .
"particular orientation" "rocking" "added effect of significantly reducing detector saturation" .
"melaminium cations and sulfate anions" "are interconnected by" "N mdash H" .
"human diseases" "depends on" "deep understanding" .
"O hydrogen bonds" "form" "parallel to the b axis" .
"dislocation images" "are simulated by" "deformed crystals" .
"methyl groups" "are disordered" "split model" .
"protein structure" "compared with" "ndash SAICAR synthase" .
"Suitable weighting" "assists" "convergence and estimates" .
"Supramolecular chains" "are formed along" "b axis" .
"title compound" "consists of" "complex cations" .
"b axis" "are formed through" "C mdash" .
"probability distribution" "gives" "approximate formulae" .
"S hydrogen bonds" "link" "centrosymmetric dimers" .
"Raman unit" "consists of" "compact probe" .
"hydrophobic region" "modifies" "scattering curve" .
"N hydrogen bonds" "induce" "substituted benzene ring and the benzimidazole ring" .
"hydrophobic region of the protein" "modifies" "scattering curve of the protein" .
"Ni ndash Ni partial structure factor" "owing to" "favourable neutron scattering lengths" .
"inactive D140N mutant of Serratia marcescens" "refined to" "emsp14  Aring  resolution" .
"chloride forms" "have been" "pharmaceutical formulations" .
"centre of inversion" "exists in" "distorted octahedral geometry" .
"strong preferences" "suggesting" "cell survival and proliferation" .
"vitro selection" "crystallized" "diffusion method" .
"active proposals" "collect" "remote access" .
"DW factors of Si" "were measured" "other CBED methods for DW and structure factor" .
"triazole compound" "are connected into" "centrosymmetric dimers" .
"fitting procedure" "extract" "scale factor" .
"final crystals" "diffracted to" "emsp14  Aring  resolution" .
"work on 3d metal complexes" "demonstrates" "more complicated 3d metal complexes in the future" .
"furnace covering the temperature range from 298 to 1300" "designed" "structural evolution of materials" .
"Normal access" "is through" "peer review process" .
"available rotations" "make" "residual macrostresses and textures" .
"title compound" "contains" "independent molecules" .
"bifunctional ligand" "joining" "Schiff base complexes" .
"cyclization product" "be seen in" "density map" .
"normally used for photographic intensity measurement" "reviewed" "evidence given for the accuracy" .
"rlmL gene" "cloned into" "expression vector" .
"double bond" "has" "E configuration" .
"usual Pendell ouml" "beating" "different branches" .
"sample environment" "be varied over" "large range of temperatures and pressures for USANS measurements" .
"Bragg geometry" "investigate" "longitudinal acoustic waves" .
"ribosome structures" "have provided" "important insights" .
"title compound" "contains" "two independent molecules in the asymmetric unit" .
"title compound" "imposed" "rotational symmetry" .
"furnace covering the temperature range from 298 to 1300" "constructed to" "structural evolution of materials" .
"alignment and measurement" "are given" "performance test" .
"anomalous substructure" "be found in" "expected map quality" .
"sample and detector sizes" "does" "free parameters" .
"title compound" "features" "octahedral Hg atom coordinated by four  mu" .
"concentrated polymer solutions" "applying" "radial distribution function" .
"unit area" "determined by" "impurity concentration" .
"Such changes" "lead to" "biological activity" .
"pyramidal geometry" "observed around" "vertex N atom" .
"ester group" "is twisted with" "acetylsalicylic acid" .
"examined compounds" "reveal" "topological types" .
"Scattering exponents" "are discussed for" "polydisperse surface and mass fractals" .
"observed molecular conformation" "determined by" "intermolecular interactions in the crystal structure" .
"polymeric chain" "developing" "parallel to the b axis" .
"modified enzyme" "has been" "different crystal form" .
"one and a half dioxane molecules as one of the solvent molecules" "is located about" "crystallographic inversion centre" .
"O interactions" "create" "infinite chains" .
"elastic displacement modes" "appear as" "additional spots in the reciprocal space" .
"N hydrogen" "link" "centrosymmetric dimers" .
"component ions" "are linked into" "N mdash H" .
"crystal surface" "diffracted by" "angle  beta" .
"hydrocarbon skeleton" "has" "trans conformation" .
"short review" "is given of" "transitions of thermotropic liquid crystals" .
"nonparametric kernel density estimator" "avoiding" "multiple parameters" .
"comparison of molecular structures" "is facilitated by" "graphical and numerical techniques" .
"monoclinic form" "reveals" "presence of the second calcium ion" .
"difference Fourier maps" "allowed" "precise determination" .
"N interactions" "define" "crystal packing" .
"AC field" "suggests" "possible usage" .
"phase information" "be used to" "measured reflectivity" .
"subunit microcrystals" "diffracted to" "emsp14  Aring  resolution" .
"initial stages" "produce" "size broadening" .
"electron densities" "observed at" "active site" .
"small volume" "generates" "feedback mechanism that lowers the supersaturation" .
"central Fe2S2 core" "is in" "butterfly conformation" .
"title compound" "characterized by" "wrong absolute configuration" .
"Great efforts" "made to" "hydrogenation properties of currently available materials" .
"two water molecules and two chloride anions" "are linked by" "weak O mdash H" .
"purpose of examining the symmetry of the structure" "measuring" "structure factors" .
"title molecule" "features" "E conformation about the oxime group" .
"adci minus  " "are involved in" "DMF ligands" .
"direct methods" "developed for" "electron crystallography" .
"measure of steric" "calculated by" "overlapping spheres method" .
"structural feature" "facilitate" "accommodation of large substrates" .
"vitro selection" "has been" "diffusion method" .
"twofold symmetry" "does" "higher symmetry" .
"at these wavelengths and at Mo K" "calculate" "phase difference" .
"CdII atom" "adopts" "octahedral coordination" .
"nitro group" "takes" "conjugation system" .
"anvil cell" "is used to" "sample displacement" .
"single force" "interact with" "strength proportional" .
"D adduct" "have provided" "fundamental insights" .
"Single crystals" "grown from" "recombinant protein" .
"title compound" "are involved in" "stacking interactions" .
"molecular geometry" "reveal" "ndash enol" .
"Cu atom" "give" "octahedral geometry" .
"Single crystals of PIOX" "using" "recombinant protein" .
"O hydrogen bonds" "create" "quasiplanar chains of molecules along the y axis" .
"condensation technique" "have been" "polarised neutron scattering" .
"O hydrogen bonds" "link" "parallel to the b axis" .
"drop vapor diffusion method" "using" "mM magnesium acetate" .
"ethylene glycolate" "crystallizes in" "orthorhombic system" .
"crystal structure" "exhibits" "mdash H" .
"dihedral angel" "go through" "oxygen and carbon" .
"diamond anvil cell" "monitor" "sample displacement brought about by rotation" .
"free diffraction data" "address" "ever more subtle questions" .
"ferritin solutions" "performed at" "K absorption edge" .
"transform ndash" "determine" "crystal structure of the molecule" .
"cubic crystals" "belonged to" "cubic nbsp space group" .
"Cl and K ions" "decides" "space group" .
"Rocking curves" "are performed" "half maximum" .
"this diffraction data to be as free from caveats as possible" "does" "better crystals" .
"communication path" "takes" "project information" .
"O bond length" "indicate" "H atom as O" .
"numerical fitting procedure" "extract" "scale factor" .
"extensive computer program" "has been" "internal consistency" .
"large wavelength dependence" "has prompted" "diffraction patterns" .
"thermophilic cyanobacterium Thermosynechococcus elongatus" "were expressed as" "Escherichia coli" .
"V atom in the title compound" "adopts" "distorted octahedral structure" .
"H atom" "create" "helical chains" .
"specific analysis for powder diffraction data" "allows" "estimation of the average size of crystal domains" .
"title compound" "crystallizes in" "space group" .
"C double bond" "has" "E configuration" .
"dimerization interface" "is shown" "SPOP oligomers" .
"periodic organization of the molecules" "is stabilized by" "weak C mdash" .
"title compound" "had been" "wrong absolute configuration" .
"large voids" "contain" "highly disordered solvent molecules" .
"search of the PDB" "using" "cell parameters of the data collected" .
"inversion center" "bound to" "tetrahydrofuran ligands" .
"Single crystals" "were grown from" "water molecules of crystallization" .
"N bonds" "are arranged in" "octahedral fashion" .
"increased thermal stability of the 10s loop" "compared with" "B PR structures" .
"parameters obtained for the two models" "leads to" "better curve fitting" .
"5417 observed data and the molecular electron density" "using" "topological methods" .
"Cl atom" "give" "water molecule" .
"bay area" "forming" "molecular chains" .
"beta  sheets" "be taken as" "structure solution" .
"polyamidoamine dendrimer" "measured" "conformation parameters" .
"cyclizing reaction" "present" "crystal structures" .
"hydrogen bonds" "zigzag" "supramolecular chains" .
"twofold rotation axis" "passes through" "Zn atom" .
"topological density" "determining" "coordination sequence" .
"AphA from Escherichia coli" "has been" "new protocol" .
"best diffracting crystals" "belonged to" "space group" .
"potassium dihydrogen" "were grown from" "water solution" .
"title compound" "crystallizes in" "triclinic space group" .
"positions of the diffraction spots in the EDPs" "simulating" "hexagonal structure" .
"absolute structure" "based on" "unchanging chiral centre in the synthesis" .
"inversion symmetry" "requires" "coordination planes" .
"water O" "lies on" "rotation axis" .
"complete fumarate dianion" "is generated by" "crystallographic inversion symmetry" .
"propagation of measuring errors" "is examined" "derived pinhole" .
"negative charge" "using" "analyses above mentioned" .
"results obtained" "assuming" "axis on the surface of the specimen" .
"pi  ndash  " "occurs between" "furan and benzene" .
"metal alkoxides" "used" "initiators and catalysts" .
"unambiguous sequence assignment" "enabling" "placement of the anomalous scatterers" .
"higher dimensions" "using" "modified version of the cut and projection method" .
"perovskite positions" "move" "Al content" .
"diastereomeric pairs" "reinforcing" "high degree" .
"Fine structure in the profile of the rocking curves" "observed in" "thickness regions close to" .
"scattering data" "has been" "phase transitions" .
"polarization factors" "are given in" "simple trigonometric form" .
